genes,logFC,logCPM,PValue,FDR,Annotation
LOC105186214,1.25741024,1.349539514,0.084748094,0.167269049,tensin-1 isoform X3
LOC105180876,0.68020122,3.530727261,0.084758111,0.167269049,heparanase
LOC105189585,1.052350508,4.186861934,0.084838034,0.167400669,uncharacterized protein DDB_G0284459
LOC105189431,1.208559655,1.134250931,0.084922031,0.167540283,putative nuclease HARBI1
LOC105182761,3.665594182,-1.229196504,0.084989307,0.167646873,BTB/POZ domain-containing protein KCTD16
LOC112590559,1.05623098,1.242805768,0.085108266,0.167855361,protein FAM45A-like isoform X1
LOC105188958,0.794713137,5.807549989,0.085137068,0.167886,ABC transporter G family member 20 isoform X4
LOC105189227,0.57783171,4.999397361,0.085185834,0.16795599,"UPF0160 protein MYG1, mitochondrial"
LOC105182545,0.590287806,4.662942594,0.08530709,0.168168861,vacuolar protein sorting-associated protein 35 isoform X1
LOC105192237,0.902698075,2.024718183,0.08534371,0.168214846,protein FAM177A1
LOC105187543,0.898329643,2.384536592,0.085527712,0.168551265,protein arginine N-methyltransferase 5
LOC105190809,1.006878136,4.521774328,0.085572418,0.168613107,pyroglutamylated RFamide peptide receptor isoform X5
LOC105191739,0.751430785,2.687061172,0.085596206,0.168633721,LOW QUALITY PROTEIN: jmjC domain-containing protein 7
LOC105191410,0.619587106,4.051396808,0.085664668,0.168742327,gem-associated protein 2
LOC105185877,0.759399938,2.472308211,0.085714179,0.168813575,uncharacterized protein LOC105185877 isoform X2
LOC105184964,0.721184333,2.836032233,0.085742452,0.168829209,tripartite motif-containing protein 2-like isoform X2
LOC105184328,1.000676904,2.336367792,0.085748801,0.168829209,G1/S-specific cyclin-E1
LOC105181184,0.69568406,2.750304661,0.085857675,0.169017272,replication factor C subunit 2
LOC105189063,0.742619477,3.36594854,0.085889652,0.16905392,uncharacterized protein F21D5.5 isoform X2
LOC105192258,0.654918535,3.91003182,0.08602368,0.169277215,uncharacterized protein LOC105192258 isoform X1
LOC105189971,0.658324063,5.3984167,0.086029854,0.169277215,protein lifeguard 4 isoform X1
LOC105183596,1.524317594,-0.032986998,0.086055126,0.169300616,octopamine receptor beta-2R isoform X1
LOC105185286,0.879564035,1.943626806,0.086104845,0.169372098,eukaryotic translation elongation factor 1 epsilon-1
LOC105190645,1.744310456,-0.376471416,0.086227247,0.169586507,mutS protein homolog 5
LOC105186289,0.679061127,4.137764759,0.086282503,0.16966881,PR domain zinc finger protein 10-like
LOC105184901,0.712702567,3.428957738,0.086314016,0.169704407,exocyst complex component 3
LOC105184589,0.617026765,3.74076003,0.08633666,0.169722555,male-specific lethal 3 homolog isoform X1
LOC105188431,1.607799642,-0.05674489,0.086423003,0.169865902,uncharacterized protein LOC105188431
LOC105192327,0.946910872,1.576290199,0.08645859,0.169909457,uncharacterized protein LOC105192327
LOC109503906,1.075618227,0.737446696,0.086493653,0.169951969,uncharacterized protein LOC109503906
LOC105182157,1.426093488,0.03999342,0.086539691,0.170016029,uncharacterized protein LOC105182157
LOC105191444,-2.202472767,-0.79083753,0.086562215,0.170033883,uncharacterized protein LOC105191444
LOC105186161,0.833803593,2.053312547,0.086799661,0.170473833,uncharacterized protein LOC105186161
LOC105183625,0.916368281,1.858576714,0.086870631,0.170586742,neuferricin isoform X2
LOC105181369,0.629776746,4.244957374,0.086884785,0.170588063,"dimethyladenosine transferase 2, mitochondrial isoform X1"
LOC105187009,0.6201535,4.169181943,0.08705144,0.170888757,zinc finger protein 768-like isoform X2
LOC105185711,0.642897958,6.826353452,0.087096343,0.170950384,proteasome subunit alpha type-3
LOC105182015,0.930646472,1.837125358,0.08716809,0.171064673,cytoplasmic tRNA 2-thiolation protein 2
LOC105186507,-0.864834364,3.633640531,0.087192517,0.171085602,serine/arginine repetitive matrix protein 2
LOC105182604,0.671960904,3.776683153,0.087205795,0.171085602,helix-loop-helix protein 11 isoform X2
LOC109503962,0.662980781,3.936828946,0.087226645,0.171088052,protein ALP1-like
LOC112588030,1.610303379,-0.291938508,0.087234085,0.171088052,LOW QUALITY PROTEIN: protein lin-52 homolog
LOC105185491,0.899050273,5.304734846,0.087317517,0.171225144,uridine phosphorylase 1 isoform X2
LOC105185677,0.599790015,4.748884093,0.087344756,0.171252021,Fanconi anemia group J protein homolog
LOC105187485,-1.775416563,2.256237041,0.087370253,0.171275474,LOW QUALITY PROTEIN: uncharacterized protein LOC105187485
LOC105181546,0.861904632,3.320631518,0.087464121,0.171432929,GATOR complex protein NPRL2
LOC105181608,0.749383681,2.978635994,0.087495634,0.171468136,AP-1 complex subunit sigma-2 isoform X1
LOC105184452,0.704254329,5.066890941,0.087548411,0.171544998,uncharacterized protein LOC105184452 isoform X2
LOC105192200,0.612561825,3.931671843,0.087615508,0.17164989,pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1
LOC105183212,0.592358371,3.945657292,0.087803066,0.171990711,angio-associated migratory cell protein isoform X1
LOC105187199,0.955235146,1.307591133,0.087869703,0.172057939,protein FAM32A-like
LOC105188436,0.644393694,3.477596157,0.08787464,0.172057939,Golgi SNAP receptor complex member 1
LOC105184438,0.696555724,3.263019376,0.087878177,0.172057939,uncharacterized protein LOC105184438 isoform X1
LOC105186603,0.622476235,7.967358537,0.087905896,0.17206239,CD63 antigen
LOC105190721,0.691410228,3.660259703,0.087907646,0.17206239,TNF receptor-associated factor 6 isoform X1
LOC105182815,0.779938035,2.229223517,0.087935901,0.172091075,"beta-1,4-galactosyltransferase 1"
LOC105184158,0.88097395,1.895525483,0.08796681,0.172124943,NACHT and WD repeat domain-containing protein 2
LOC112588943,1.191871438,0.717298367,0.088058751,0.172278205,uncharacterized protein LOC112588943 isoform X1
LOC105185879,1.51670075,-0.054244138,0.088157631,0.172419872,uncharacterized protein LOC105185879
LOC112590225,1.241604706,0.280332755,0.088158414,0.172419872,uncharacterized protein LOC112590225
LOC105189029,0.601714896,6.1175954,0.088195795,0.172462178,RNA-binding protein Rsf1 isoform X1
LOC105190254,0.736361132,5.435720994,0.088207304,0.172462178,long-chain-fatty-acid--CoA ligase ACSBG2 isoform X2
LOC112590199,3.650523979,-1.230816723,0.088291779,0.172600676,uncharacterized protein LOC112590199
LOC112590662,3.650519192,-1.230816723,0.088313771,0.172616999,uncharacterized protein LOC112590662
LOC105188983,1.319447416,-0.007603618,0.088373899,0.172707848,trissin receptor
LOC105185072,0.687322155,6.813319213,0.088388325,0.172709368,sorting nexin-27 isoform X1
LOC105183802,1.686039185,-0.290488678,0.088439798,0.172783265,uncharacterized protein LOC105183802
LOC105186057,0.678891486,4.148580079,0.088464033,0.172795653,protein 60A isoform X2
LOC105181611,0.593091892,4.515984102,0.08847345,0.172795653,RNA 3\\'-terminal phosphate cyclase
LOC105185673,1.11817909,3.276740229,0.088594071,0.173004532,uncharacterized protein LOC105185673 isoform X1
LOC105191573,-1.206644913,0.787846138,0.088673852,0.173128076,arylsulfatase B isoform X1
LOC105181702,0.606860348,5.110231964,0.088696068,0.173128076,ATP-binding cassette sub-family F member 1
LOC105182823,0.654857749,5.326365252,0.088698381,0.173128076,transmembrane protein 64
LOC105185069,-3.880665772,-1.284914377,0.088738678,0.173180018,uncharacterized protein LOC105185069
LOC105190268,0.934161567,3.398485168,0.08880823,0.17326344,slit homolog 2 protein
LOC105181645,0.642723226,8.30158392,0.088808809,0.17326344,"ATP synthase subunit alpha, mitochondrial"
LOC105190580,1.783997732,-0.144378727,0.088960899,0.1735106,H/ACA ribonucleoprotein complex subunit 1
LOC105191662,0.888849526,4.070003384,0.088962919,0.1735106,probable protein S-acyltransferase 23
LOC105180821,0.788506266,2.828137308,0.089077851,0.173707986,ragulator complex protein LAMTOR3-A
LOC105187251,0.767777586,2.695994936,0.089110913,0.173745685,tRNA (guanine(10)-N2)-methyltransferase homolog
LOC112588313,3.469787614,-1.287857642,0.089182829,0.173859115,uncharacterized protein LOC112588313
LOC105182953,0.690102568,5.51200992,0.089199284,0.173864408,putative ATP-dependent RNA helicase me31b
LOC105187776,0.631975089,5.870419592,0.089247203,0.173912927,rab3 GTPase-activating protein non-catalytic subunit isoform X1
LOC105192632,0.67342618,7.990215601,0.089251663,0.173912927,peptidyl-prolyl cis-trans isomerase 5
LOC105180565,0.619507189,6.636824015,0.089272057,0.173925883,RNA-binding protein squid isoform X3
LOC105188111,0.646244007,4.131154389,0.089341492,0.174034365,nucleoporin NDC1
LOC105191619,1.57452683,0.405038191,0.089426635,0.17417341,uncharacterized protein LOC105191619
LOC105187827,0.918195088,1.827864227,0.08948044,0.174251382,protein JTB
LOC105187661,1.470164785,-0.192861519,0.089540084,0.174313226,amino acid transporter AVT1B
LOC105183665,1.62547734,0.367738117,0.089553156,0.174313226,hydroxyacid oxidase 1
LOC105180470,0.699438828,3.007471806,0.089553523,0.174313226,glucose-fructose oxidoreductase domain-containing protein 1
LOC109503873,2.279070648,-1.047973837,0.08974989,0.174654498,"uncharacterized protein LOC109503873, partial"
LOC105192094,0.812333208,3.229124184,0.089756457,0.174654498,vacuolar ATPase assembly integral membrane protein VMA21 homolog
LOC112589623,3.475832601,-1.285988194,0.089777138,0.174667883,proline-rich receptor-like protein kinase PERK9
LOC105184718,1.379250705,0.425069113,0.089810735,0.174706386,cilia- and flagella-associated protein 65
LOC105192403,0.659962666,3.436828005,0.090028539,0.175103156,protein eyes shut
LOC105191249,-1.43261336,-0.236914507,0.090052686,0.175123205,uncharacterized protein LOC105191249
LOC105183856,0.672799555,3.781903336,0.09007391,0.175137563,transmembrane protein 208 isoform X1
LOC112588256,0.862473093,1.724163619,0.090206919,0.175369235,uncharacterized protein LOC112588256
LOC105185785,0.916627853,1.80989865,0.090239593,0.175405809,solute carrier family 35 member G1
LOC105189291,0.769376138,2.657184528,0.090266546,0.175431251,stress response protein NST1 isoform X2
LOC105181120,0.705171386,3.104126712,0.090340194,0.175547422,scm-like with four MBT domains protein 1
LOC105188998,1.089932107,1.219175492,0.090467231,0.175756412,uncharacterized protein LOC105188998
LOC105192210,0.629650056,4.044351753,0.090475523,0.175756412,"ATP synthase-coupling factor 6, mitochondrial"
LOC105189925,-2.546032882,-0.945571149,0.0906169,0.176004029,aminopeptidase M1-A
LOC105182684,0.804448017,2.188596663,0.090701418,0.176141152,selenoprotein M-like
LOC105183508,0.871074006,8.846062282,0.090875135,0.17642665,myelin P2 protein isoform X2
LOC112589373,3.437012229,-1.29784259,0.090876316,0.17642665,uncharacterized protein LOC112589373
LOC105181471,1.389328757,0.609795426,0.09091258,0.176469979,tubulin polyglutamylase TTLL7
LOC105182911,-1.449768831,1.574910443,0.090937556,0.176491386,kinesin-like protein Klp61F isoform X2
LOC105184827,0.860234456,1.544059305,0.091114872,0.176808402,crossover junction endonuclease EME1
LOC105189677,0.727512025,2.857400635,0.091165069,0.176878684,uncharacterized protein LOC105189677
LOC105184696,1.849260584,-0.327364216,0.091272101,0.1770592,synaptic vesicle glycoprotein 2B
LOC105183530,1.016258117,1.142336913,0.091330594,0.177145514,glucose dehydrogenase
LOC105192621,2.260754606,0.902551446,0.091414751,0.177281572,LOW QUALITY PROTEIN: aryl hydrocarbon receptor
LOC105190107,0.624157147,3.833224176,0.09156995,0.17755534,homer protein homolog 1 isoform X1
LOC105189355,1.90798609,-0.277012846,0.091638225,0.177660502,protein FAM166B
LOC105181236,0.744689354,2.613990351,0.091714174,0.177780508,pre-mRNA-splicing factor 38
LOC105184121,0.645575845,3.095814326,0.091749029,0.177820832,tetratricopeptide repeat protein 4 isoform X2
LOC105190416,1.892673306,-0.855542675,0.091870504,0.178028999,uncharacterized protein LOC105190416 isoform X1
LOC105189609,2.275553108,-1.01693071,0.091894648,0.178048519,glycine-rich cell wall structural protein 1
LOC112590240,2.33098246,-1.005347816,0.092071822,0.178364488,"splicing factor, proline- and glutamine-rich-like"
LOC112589890,1.559808161,-0.141147197,0.092100294,0.178392335,uncharacterized protein LOC112589890
LOC105189796,0.599041109,4.211223587,0.092161869,0.178484281,pinin
LOC105187920,0.878351613,2.076267076,0.092212425,0.178536087,uncharacterized protein LOC105187920
LOC105183048,0.993744408,0.727749407,0.092216838,0.178536087,TRAF3-interacting protein 1 isoform X2
LOC105187672,0.639621742,3.431419846,0.092282387,0.178618442,tetratricopeptide repeat protein 17 isoform X2
LOC105188889,1.010322582,1.705134713,0.092287606,0.178618442,"POU domain, class 6, transcription factor 2 isoform X1"
LOC105188690,0.75975061,2.547149959,0.092401724,0.178811961,intraflagellar transport protein 43 homolog isoform X1
LOC105191481,1.485359095,-0.35323637,0.092430615,0.178818356,uncharacterized protein LOC105191481 isoform X2
LOC105182466,0.777531959,3.420738732,0.092433291,0.178818356,prenylated Rab acceptor protein 1
LOC105184045,0.656859091,5.005105234,0.092509747,0.17891326,ATPase ASNA1 homolog isoform X1
LOC105183061,0.938226692,1.787520529,0.092510626,0.17891326,protein jagunal
LOC105186579,3.510530872,-1.275986034,0.092575871,0.179012083,uncharacterized protein LOC105186579
LOC105188878,3.510550233,-1.275986034,0.092598417,0.179028323,fez family zinc finger protein erm-like
LOC105192593,0.691519272,6.934608994,0.092728725,0.1792487,putative fatty acyl-CoA reductase CG5065
LOC105191123,0.954634942,1.501621093,0.092740734,0.1792487,uncharacterized protein LOC105191123 isoform X1
LOC105190674,2.574714946,-0.965286704,0.092829855,0.179393552,uncharacterized protein LOC105190674
LOC105185545,3.488862813,-1.28231641,0.092877903,0.179458999,"dipeptidase 1, partial"
LOC105189791,0.6186018,7.742642278,0.093023358,0.179712606,rab GDP dissociation inhibitor beta isoform X1
LOC105188912,0.58861373,4.290649772,0.093128393,0.179878415,NADH dehydrogenase
LOC105181477,1.402790385,0.173889318,0.093137615,0.179878415,uncharacterized protein LOC105181477 isoform X2
LOC112589781,2.087456062,-0.7198238,0.093191978,0.179947184,uncharacterized protein LOC112589781 isoform X2
LOC105184216,0.799745599,3.891541442,0.093218976,0.179947184,S-adenosylmethionine decarboxylase proenzyme isoform X2
LOC105187059,0.598499259,4.133125514,0.093223228,0.179947184,myosin-6 isoform X1
LOC105190879,-2.842208693,0.804201015,0.093230966,0.179947184,NPC intracellular cholesterol transporter 1 homolog 1b
LOC105188796,0.627752336,3.58946825,0.093244325,0.179947184,polyadenylate-binding protein 2-B
LOC105187813,0.648951335,4.566575595,0.093266531,0.179962592,"F-actin-monooxygenase Mical-like, partial"
LOC105191671,1.892699794,-0.521275574,0.093347305,0.180090988,BCL-6 corepressor-like protein 1
LOC112589246,0.762821384,2.665938133,0.09346841,0.180297144,protein ALP1-like
LOC105182524,1.878499599,-0.519591593,0.093525887,0.180380517,ejaculatory bulb-specific protein 3
LOC105184999,-1.448843667,0.319144521,0.093616064,0.180504044,laccase-5 isoform X3
LOC105191612,1.437557887,0.206936613,0.093618464,0.180504044,"dynein heavy chain 5, axonemal isoform X2"
LOC105192296,0.768107285,2.382183201,0.093651065,0.180524398,general transcription factor IIH subunit 4
LOC105188967,0.921421013,1.920198396,0.093657553,0.180524398,sperm-associated antigen 7 homolog
LOC105181247,0.606445502,3.84896566,0.093690204,0.180539896,uncharacterized protein LOC105181247
LOC112588603,0.786303827,2.113340123,0.093694128,0.180539896,uncharacterized protein LOC112588603
LOC105182427,0.767308816,2.209088257,0.093768758,0.180656192,chromatin complexes subunit BAP18 isoform X2
LOC105180586,3.45861684,-1.291019705,0.094169258,0.181400182,histidine-rich glycoprotein
LOC105187355,3.481004184,-1.284695168,0.094417236,0.181850183,uncharacterized protein LOC105187355
LOC105190132,0.619182127,3.661940845,0.094615309,0.182203944,tyrosine-protein kinase receptor torso isoform X2
LOC112590344,1.351111252,0.035893391,0.094653174,0.182249127,uncharacterized protein LOC112590344
LOC105184305,0.672831649,2.755219713,0.094696214,0.182287638,uncharacterized protein LOC105184305
LOC105186547,0.583028583,4.414076449,0.094701986,0.182287638,thioredoxin-related transmembrane protein 1
LOC105187173,0.60350284,5.446698031,0.09477391,0.182398336,E3 UFM1-protein ligase 1 homolog
LOC105189347,3.422866299,-1.301001507,0.094834069,0.18248636,juvenile hormone acid O-methyltransferase isoform X1
LOC105181461,0.573612778,4.778331339,0.094921293,0.182626433,mediator of RNA polymerase II transcription subunit 16 isoform X1
LOC105189981,0.592016043,5.139186574,0.094936523,0.182627966,probable helicase senataxin
LOC105183613,0.60158123,5.632752744,0.094966156,0.182657204,uncharacterized protein LOC105183613 isoform X2
LOC105186016,0.753494995,4.684122219,0.094980821,0.182657646,probable ribosome production factor 1
LOC105188895,0.721329273,3.248907244,0.095112713,0.182877839,RING finger protein 121 isoform X1
LOC105190438,0.730225441,2.841631154,0.095124224,0.182877839,protein spindle-F
LOC105184530,0.778133756,3.311584865,0.09524868,0.183089291,F-box only protein 22
LOC105183187,3.425822904,-1.300068055,0.095268909,0.18310036,homeobox protein ceh-32 isoform X1
LOC105192527,0.700901873,2.781439717,0.095338435,0.183206159,60S ribosomal protein L13
LOC105183044,1.236857773,1.367599779,0.095385383,0.183261663,fibrillin-1 isoform X4
LOC105185810,0.903301733,2.149494808,0.095396284,0.183261663,uncharacterized protein LOC105185810 isoform X1
LOC105191938,0.630391187,3.529908522,0.095418317,0.183276166,"probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial"
LOC105185458,2.07088751,-0.750094353,0.095709834,0.183781913,uncharacterized protein LOC105185458
LOC105187462,0.650934258,3.169509464,0.095710669,0.183781913,HIV Tat-specific factor 1 homolog
LOC105192031,0.593001765,5.325837172,0.095801459,0.183928337,exosome component 10
LOC112588676,3.429950759,-1.298776157,0.095931651,0.184150351,uncharacterized protein LOC112588676
LOC105183776,3.429928526,-1.298776157,0.095961424,0.184179564,odorant receptor 22c-like
LOC105192386,0.850529036,2.18023146,0.096091917,0.1843726,uncharacterized protein LOC105192386
LOC105187015,0.615291293,3.713720908,0.096099867,0.1843726,DNA repair and recombination protein RAD54B isoform X1
LOC105190324,0.713845286,2.970531499,0.096105711,0.1843726,CWF19-like protein 1
LOC105192331,0.690006569,3.286953648,0.096437887,0.184981813,protein phosphatase inhibitor 2 isoform X1
LOC105192352,0.677497382,5.667564032,0.096542447,0.185154308,profilin
LOC105189875,0.986836452,5.912273292,0.096618843,0.185272745,protein cueball isoform X1
LOC105192202,0.661467211,4.52161541,0.096668149,0.185339205,calcium load-activated calcium channel
LOC112590226,0.76242413,2.429365892,0.09669319,0.185359132,protein O-mannosyl-transferase 2-like isoform X1
LOC105182810,0.659572114,4.833596852,0.096727289,0.185396412,Fanconi anemia group M protein
LOC105184729,1.64380078,2.260242222,0.097021825,0.185932784,RNA-binding protein squid
LOC105184459,0.558004949,4.887291231,0.097175703,0.186199478,ATP-dependent RNA helicase DDX42
LOC105188159,3.440709965,-1.295616959,0.097194871,0.186208009,uncharacterized protein LOC105188159
LOC105181942,1.796682324,-0.586715726,0.097213878,0.186216229,"dynein regulatory complex subunit 7, partial"
LOC105182754,0.685156302,5.256869862,0.097291346,0.186336415,MAP/microtubule affinity-regulating kinase 3
LOC109503682,0.821570844,2.464436208,0.097341405,0.186404076,uncharacterized protein LOC109503682
LOC105181706,0.977756742,2.735286016,0.097495031,0.186670015,uncharacterized protein LOC105181706
LOC112590308,3.443951936,-1.294683214,0.097650519,0.186939436,"glutamate receptor ionotropic, kainate 1-like"
LOC105185113,0.59025573,4.836973595,0.097720719,0.187045526,protein YIF1B
LOC105187546,0.744602867,3.113676307,0.097739677,0.18705352,vesicle transport protein SFT2B isoform X1
LOC105181649,0.732056639,2.838850674,0.097853491,0.187243017,uncharacterized protein LOC105181649 isoform X1
LOC112588365,3.511309726,-1.276921803,0.097930137,0.187361348,uncharacterized protein LOC112588365
LOC105191037,0.596588242,6.322575719,0.09812021,0.18769662,uncharacterized protein LOC105191037 isoform X4
LOC105189710,0.884709416,1.844773288,0.098238475,0.187894447,mediator of RNA polymerase II transcription subunit 21
LOC105192517,0.675764032,8.844586896,0.098285794,0.187938444,acetyl-CoA carboxylase isoform X4
LOC105183167,0.609208869,5.256480152,0.098291182,0.187938444,mitochondrial pyruvate carrier 4
LOC109504109,1.401957914,-0.085344129,0.098446542,0.188207062,uncharacterized protein LOC109504109
LOC105183062,-2.990012717,-1.07514995,0.098542073,0.188361238,KIF1-binding protein isoform X1
LOC105186166,1.502352089,-0.559820241,0.098654948,0.188548514,uncharacterized protein LOC105186166 isoform X1
LOC105187436,0.807894211,2.388615429,0.098746605,0.188681054,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"
LOC105182898,0.624943208,3.468534898,0.098754119,0.188681054,uncharacterized protein LOC105182898
LOC105190271,0.954716334,0.908110501,0.098874135,0.18888184,DNA-directed RNA polymerase I subunit RPA12
LOC105189542,0.765798803,2.611441338,0.099115254,0.189290958,translin
LOC105190034,1.042233235,0.724375729,0.099118215,0.189290958,"LOW QUALITY PROTEIN: sodium-dependent phosphate transport protein 1, chloroplastic"
LOC109504385,1.21131102,1.358553749,0.099339835,0.18968557,uncharacterized protein LOC109504385
LOC105186816,0.768195736,2.86354242,0.099500545,0.189963774,5\\'-nucleotidase domain-containing protein 3 isoform X1
LOC105189794,0.809704817,3.147659256,0.099534651,0.189976675,zinc transporter ZIP9
LOC105185182,1.885644868,-0.535904858,0.099537328,0.189976675,actin-like protein 6B
LOC105184011,0.745706792,6.011936427,0.099659248,0.190180684,sphingosine-1-phosphate lyase isoform X1
LOC105186728,1.418974248,-0.372008124,0.099794932,0.190410897,ecdysone-induced protein 78C isoform X3
LOC109503700,0.990843986,0.922589747,0.099857,0.1905006,leucine-rich repeat-containing protein 51-like
LOC105181968,2.339429471,-0.997197379,0.10005302,0.190813794,uncharacterized protein LOC105181968
LOC105190236,1.015843523,4.702929667,0.100065765,0.190813794,uncharacterized protein LOC105190236 isoform X1
LOC105190009,1.00568945,6.10519179,0.100078635,0.190813794,cytochrome P450 9e2-like
LOC105190644,3.615817208,-1.242270302,0.100081488,0.190813794,mitochondrial 2-oxoglutarate/malate carrier protein-like
LOC105184907,0.591377945,3.825792635,0.100124885,0.190867775,integrator complex subunit 4
LOC105190359,0.686007682,3.051920763,0.100260622,0.191097742,anillin isoform X2
LOC105188238,0.957482347,1.766304763,0.100317735,0.191177804,uncharacterized protein LOC105188238 isoform X1
LOC105182961,0.634790786,3.876337874,0.100358217,0.191226152,NAD-dependent protein deacetylase sirtuin-7 isoform X1
LOC105189654,1.046433627,3.99239799,0.100443613,0.191360055,uncharacterized protein LOC105189654 isoform X1
LOC105185503,0.6829695,3.294719622,0.100552787,0.19153921,uncharacterized protein LOC105185503 isoform X2
LOC105190583,0.756889872,3.216851824,0.100606983,0.191613601,serine hydrolase-like protein
LOC105186791,0.564019874,4.838490128,0.100641826,0.191651116,dentin sialophosphoprotein
LOC105184915,0.634275449,3.422522811,0.100669099,0.191674207,anaphase-promoting complex subunit 5
LOC105182066,1.835163198,1.423841603,0.100687152,0.191679738,carboxypeptidase Q
LOC112588620,1.629935602,-0.469398811,0.100717438,0.191708553,uncharacterized protein LOC112588620
LOC112589670,1.554710993,-0.333255125,0.100896894,0.192021252,zinc finger E-box-binding homeobox 2-like
LOC105183646,0.817766275,1.625536723,0.100920792,0.192022921,cell division cycle-associated protein 7 isoform X2
LOC105183168,1.090584237,2.616409837,0.100928121,0.192022921,apoptotic protease-activating factor 1 isoform X2
LOC105190479,0.603195786,5.717181282,0.101097481,0.192295329,BTB/POZ domain-containing protein 1
LOC105185071,0.92156315,5.618872202,0.101101693,0.192295329,uncharacterized protein LOC105185071 isoform X1
LOC105190507,0.596212423,4.798526417,0.101149478,0.192357303,replication protein A 70 kDa DNA-binding subunit isoform X2
LOC105191740,0.584817501,4.848243586,0.101254179,0.192527481,solute carrier family 26 member 10 isoform X1
LOC105185691,0.598687445,5.910801831,0.101334448,0.192651157,sex determination protein fruitless isoform X3
LOC105191403,0.587676602,4.113924817,0.101394114,0.192735635,uncharacterized protein LOC105191403 isoform X2
LOC105186615,0.796878496,1.763062116,0.10144336,0.192800281,eukaryotic translation initiation factor 3 subunit I
LOC105183770,1.64851589,-0.437969082,0.101548716,0.192971536,odorant receptor 22c-like
LOC105189413,1.256194201,1.32551152,0.10162336,0.193084383,uncharacterized protein LOC105189413
LOC105181521,0.577199114,4.399790718,0.101668061,0.193140315,"DNA-directed RNA polymerases I, II, and III subunit RPABC1"
LOC105186337,0.615850643,3.453537888,0.10179879,0.193338803,S-methyl-5\\'-thioadenosine phosphorylase
LOC105187750,1.004130772,7.013933133,0.101803102,0.193338803,protein windpipe
LOC105192234,0.569097634,5.159627987,0.101820241,0.193342337,puff-specific protein Bx42
LOC105186809,0.865270773,1.841818671,0.101918737,0.193500329,deubiquitinase OTUD6B
LOC105183004,0.824892618,2.050920534,0.101996707,0.193609694,MOB kinase activator-like 4
LOC105189501,1.896675982,-0.308254454,0.102006941,0.193609694,uncharacterized protein LOC105189501
LOC105190957,0.693803156,2.991407181,0.102033183,0.193630458,"methyltransferase-like protein 17, mitochondrial"
LOC105188051,0.736677525,2.754427076,0.102141899,0.193807707,putative deoxyribonuclease TATDN1
LOC105187440,0.606497305,4.502999854,0.102236414,0.193927021,"28S ribosomal protein S22, mitochondrial"
LOC105191104,0.757479141,2.967365257,0.102242209,0.193927021,"39S ribosomal protein L11, mitochondrial isoform X1"
LOC105192195,0.650787604,4.868615945,0.102250758,0.193927021,uncharacterized protein LOC105192195
LOC105183600,1.889816328,-0.565588261,0.102274045,0.193942119,facilitated trehalose transporter Tret1
LOC105183218,0.602158409,6.681864225,0.102349224,0.194034828,homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein
LOC105190520,0.671767086,3.414266124,0.102353602,0.194034828,vacuolar protein sorting-associated protein 52 homolog
LOC112588560,3.439347917,-1.295474114,0.102483435,0.194251856,histone-lysine N-methyltransferase EZH2-like
LOC105189465,0.680754297,3.162741031,0.102506937,0.194267303,RPA-interacting protein isoform X1
LOC105181578,-3.235106006,-0.998128243,0.102533732,0.194288986,uncharacterized protein LOC105181578
LOC105181940,0.691135639,4.792587946,0.102581106,0.194346577,uncharacterized protein LOC105181940
LOC105187178,2.12185475,0.148545258,0.102594842,0.194346577,ornithine decarboxylase 2
LOC105181941,0.967415618,0.946279263,0.102612893,0.194351676,MAD2L1-binding protein
LOC105185119,0.619620893,7.245590931,0.102736771,0.194540485,insulin-degrading enzyme isoform X1
LOC105189809,0.831878765,1.941526532,0.102743327,0.194540485,GPI mannosyltransferase 2
LOC105180949,0.617504124,3.758930524,0.102921067,0.194847873,uncharacterized protein LOC105180949
LOC105186747,1.280029569,-0.140105148,0.103071797,0.195104041,heat shock factor 2-binding protein
LOC105189746,0.625567688,4.152947827,0.103343804,0.195589664,seipin
LOC105184135,0.713174778,2.778315145,0.103420227,0.195679869,ADAM 17-like protease isoform X2
LOC105185012,1.65279895,-0.29667303,0.10342988,0.195679869,uncharacterized protein LOC105185012
LOC105188250,0.582313798,5.629551103,0.103437857,0.195679869,UDP-glucuronosyltransferase 2C1
LOC105187109,2.167448008,-0.705781599,0.103496426,0.195758538,uncharacterized protein LOC105187109
LOC105186051,3.773404982,-1.184653342,0.103518787,0.195758538,UDP-glucuronosyltransferase 2B9
LOC105180980,0.747269527,2.727771791,0.103525852,0.195758538,uncharacterized protein LOC105180980
LOC105190240,0.885760284,1.748026561,0.103550367,0.195770397,dysbindin protein homolog
LOC105184143,0.777370664,2.193191477,0.103563066,0.195770397,proteasome assembly chaperone 4
LOC105183883,0.614213402,4.119769829,0.103714815,0.196027972,uncharacterized protein LOC105183883 isoform X2
LOC105191749,0.672668064,3.186045874,0.103738087,0.196042674,RPII140-upstream gene protein
LOC105185725,1.388231633,0.207265449,0.10380458,0.196124118,EEF1A lysine methyltransferase 2
LOC105185707,0.978547906,1.715275423,0.103816562,0.196124118,uncharacterized protein LOC105185707
