genes,logFC,logCPM,PValue,FDR,Annotation
LOC105183862,0.852455095,3.216357504,0.004663388,0.012839536,BTB/POZ domain-containing protein KCTD5 isoform X2
LOC105180608,0.935213665,6.462864823,0.004665983,0.012843887,UNC93-like protein MFSD11
LOC105191298,0.781270015,5.517700605,0.004672779,0.012859796,protein l(2)37Cc
LOC105184136,0.868600791,5.520778757,0.004674236,0.012861008,"isoleucine--tRNA ligase, cytoplasmic"
LOC105191582,1.878735311,1.273564989,0.004678167,0.012869027,latent-transforming growth factor beta-binding protein 4
LOC105182218,1.036673871,2.878700984,0.004681417,0.012875169,probable tRNA(His) guanylyltransferase
LOC105184919,0.795402773,6.074650767,0.004688911,0.012892976,syntaxin-6 isoform X2
LOC105186219,1.350145172,2.772789329,0.004694509,0.012905565,"bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial"
LOC105183225,0.774379801,5.519164911,0.004697062,0.012909779,uncharacterized protein LOC105183225
LOC105183334,1.062942058,2.820610099,0.0046997,0.012914224,E3 SUMO-protein ligase NSE2
LOC105188337,0.772931606,6.544394828,0.004715693,0.012955357,"electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial isoform X4"
LOC105180550,0.821401874,4.076556422,0.004717294,0.012956943,YY1-associated factor 2
LOC105186300,1.647498937,1.438907015,0.004719706,0.012960756,calcium release-activated calcium channel protein 1
LOC105190043,0.842965838,3.706060511,0.004726932,0.012977783,survival motor neuron protein
LOC105189739,0.770185228,9.058842243,0.004737776,0.013001912,40S ribosomal protein S2
LOC105180568,0.80094802,5.312083248,0.004737439,0.013001912,serine/threonine-protein kinase tousled-like 2 isoform X1
LOC105191516,0.793222209,4.315268188,0.004742467,0.013011965,"cytochrome c oxidase assembly protein COX20, mitochondrial"
LOC105187662,0.72976917,4.65753214,0.004744572,0.013012096,myosin-M heavy chain
LOC112588479,4.479668415,-0.720509214,0.004743566,0.013012096,proline-rich receptor-like protein kinase PERK9
LOC105191290,1.065606131,3.144349843,0.004757402,0.013044456,uncharacterized protein LOC105191290
LOC105185472,0.868058723,6.705483215,0.004760939,0.013048499,fatty-acid amide hydrolase 2
LOC105181194,1.049831967,2.979051645,0.004760717,0.013048499,synaptic vesicle 2-related protein isoform X1
LOC105191604,0.84118367,7.659496847,0.004765954,0.013059054,probable transaldolase
LOC105189039,0.87500266,3.914488574,0.004766854,0.013059054,U3 small nucleolar RNA-associated protein 15 homolog
LOC105184895,0.882244196,3.739288465,0.004777885,0.013086442,TELO2-interacting protein 1 homolog
LOC105188072,0.7803987,5.746235263,0.004787726,0.013110556,AP-1 complex subunit gamma-1 isoform X3
LOC105184405,0.847020709,4.446765534,0.004790359,0.013114929,zinc finger protein 2-like
LOC105191216,0.797298166,8.543650292,0.004793705,0.01312125,serine-arginine protein 55 isoform X4
LOC105186945,1.302773331,4.826255358,0.00479562,0.013123655,platelet-derived growth factor subunit A isoform X1
LOC105181549,0.874456922,6.594857022,0.004796964,0.013124495,probable GPI-anchored adhesin-like protein PGA55 isoform X4
LOC105188454,0.887446181,4.368345755,0.004809946,0.013157168,cullin-1
LOC105184737,0.79825145,7.5005226,0.004829302,0.013205203,60S ribosomal protein L18a
LOC105189749,1.135230032,2.855680383,0.004829594,0.013205203,uncharacterized protein LOC105189749 isoform X2
LOC105186578,0.775755322,7.139424396,0.004834702,0.013215905,26S proteasome non-ATPase regulatory subunit 1
LOC105180698,0.823419983,6.201980874,0.004835779,0.013215905,actin-interacting protein 1 isoform X1
LOC105184413,0.859508036,6.080246212,0.004836641,0.013215905,AP-3 complex subunit delta-1
LOC105181192,1.017672339,3.018476114,0.004845431,0.013237064,guanine nucleotide-binding protein subunit alpha homolog
LOC105191067,0.80256692,5.764181738,0.004854748,0.013259656,uncharacterized protein LOC105191067
LOC105186616,1.168886163,2.466669118,0.004857049,0.013263076,eukaryotic translation initiation factor 3 subunit I
LOC105189272,0.731777897,4.914188009,0.004869303,0.013293671,ras-related protein Rab6 isoform X2
LOC105190830,0.831863478,4.411018803,0.004873499,0.013302256,ATP-dependent RNA helicase DDX54
LOC105187133,1.234577361,4.513246158,0.004886278,0.01333426,rho guanine nucleotide exchange factor 17
LOC105182536,0.996619937,3.398141128,0.004893953,0.013352326,major facilitator superfamily domain-containing protein 12 isoform X2
LOC105189560,0.764791034,5.005771996,0.004897098,0.013356322,thyroid receptor-interacting protein 6 isoform X3
LOC105180873,0.989429346,3.43839344,0.004897529,0.013356322,protein phosphatase PP2A 55 kDa regulatory subunit isoform X2
LOC105185119,0.836298178,7.38053391,0.004909474,0.013386012,insulin-degrading enzyme isoform X1
LOC105192682,0.917362608,5.150338779,0.004917227,0.013400891,uncharacterized protein LOC105192682
LOC105182228,1.016321833,3.051359795,0.004918108,0.013400891,uncharacterized protein LOC105182228 isoform X1
LOC105181246,1.102574897,2.512758705,0.004916914,0.013400891,endoplasmic reticulum resident protein 29
LOC105187488,0.817178814,6.04652803,0.004927466,0.013422423,FACT complex subunit spt16
LOC105185281,1.174330235,2.378681237,0.004928132,0.013422423,uncharacterized protein LOC105185281
LOC105190591,1.542077037,2.05477164,0.004934013,0.013435551,lactosylceramide 4-alpha-galactosyltransferase isoform X2
LOC105189615,0.86225145,7.679998091,0.004938077,0.013443723,uncharacterized protein LOC105189615
LOC105182088,0.865234408,6.737108616,0.004947368,0.013466121,nuclear pore complex protein Nup153
LOC105181954,0.828641514,4.762559713,0.004951341,0.013474036,peroxisomal targeting signal 1 receptor
LOC105186229,0.807974267,4.13623398,0.004955644,0.013482848,TBC domain-containing protein kinase-like protein isoform X2
LOC105182876,-3.554962717,1.851358036,0.00496191,0.013494093,leucine-rich repeat neuronal protein 2
LOC109504046,1.105944134,3.23631218,0.004961241,0.013494093,protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like
LOC105185328,0.780388038,3.826983752,0.004963672,0.013495983,nuclear pore complex protein Nup85 isoform X1
LOC105191452,0.812750572,5.011658944,0.004969752,0.013509611,E3 ubiquitin-protein ligase RNF181
LOC105187847,0.776638111,5.653715714,0.004975836,0.013523244,exocyst complex component 2 isoform X2
LOC105182271,1.572178461,5.398851743,0.004982813,0.013539299,adenosine deaminase 2
LOC105186970,-5.447336395,-0.286057665,0.004994442,0.013563113,uncharacterized protein LOC105186970
LOC105186559,0.816428531,4.257332257,0.004994793,0.013563113,protein angel homolog 2 isoform X1
LOC105184383,0.871367061,3.594654166,0.004994011,0.013563113,CDK5 and ABL1 enzyme substrate 2 isoform X2
LOC105181963,0.846161218,4.203557597,0.00499815,0.013567037,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
LOC105181786,4.593412179,-0.691132622,0.004998382,0.013567037,sulfotransferase family cytosolic 1B member 1
LOC105190745,0.871301812,5.308257563,0.00500077,0.013570608,mediator of RNA polymerase II transcription subunit 12
LOC105192150,0.912154346,3.210944719,0.005005947,0.013581744,dynactin subunit 5
LOC105189904,0.834956079,5.361419962,0.00501673,0.013608082,peptidyl-prolyl cis-trans isomerase FKBP8
LOC105191001,1.005633756,2.696581377,0.005021603,0.013618381,transmembrane protein 50A
LOC105189736,1.204938309,2.043664767,0.005030177,0.01363871,defective pharyngeal development protein 4
LOC105184227,0.794075028,5.55786227,0.00503389,0.013645853,SET and MYND domain-containing protein 4
LOC105188704,0.999567078,3.180802922,0.005037654,0.013653131,SH3 domain-containing kinase-binding protein 1-like isoform X1
LOC105184260,0.734797365,4.940785736,0.005039175,0.01365433,phosphatidylinositol 3-kinase catalytic subunit type 3 isoform X1
LOC105190365,1.169774846,2.472331332,0.005055702,0.013696179,O-glucosyltransferase rumi homolog
LOC105192412,0.816555499,3.835033773,0.005056883,0.013696445,WD repeat-containing protein 48
LOC105191037,0.768846748,6.428809289,0.005077241,0.013739862,uncharacterized protein LOC105191037 isoform X4
LOC105186269,0.791269646,4.205453361,0.005077256,0.013739862,G patch domain-containing protein 1 homolog
LOC105186965,0.813639014,6.433720601,0.005075857,0.013739862,coatomer subunit beta
LOC105186242,1.324370456,3.317826023,0.005075372,0.013739862,mucin-19
LOC105184727,1.263820768,1.845554734,0.005078539,0.013740395,phospholipid phosphatase 6
LOC105180948,-0.893875087,5.985230624,0.005084649,0.013748108,uncharacterized protein LOC105180948 isoform X3
LOC105190982,0.795579768,7.306643623,0.005082553,0.013748108,60S ribosomal protein L27a
LOC105187850,1.410139419,1.361184239,0.005084404,0.013748108,DNA ligase 1 isoform X5
LOC105189811,0.809352303,4.499073101,0.005093447,0.013763212,uncharacterized protein LOC105189811
LOC105182862,0.832448165,3.607096673,0.005093498,0.013763212,vacuolar protein sorting-associated protein 41 homolog isoform X1
LOC105181981,0.97686286,3.162763858,0.005093139,0.013763212,nuclear RNA export factor 2
LOC109504195,1.029933998,2.658049391,0.005113863,0.01381529,uncharacterized protein LOC109504195 isoform X1
LOC105187580,1.613528701,1.167745447,0.005118284,0.013824284,sodium channel protein 60E isoform X1
LOC105189869,1.349156327,1.652688026,0.005120381,0.013826996,U6 snRNA-associated Sm-like protein LSm6
LOC105192218,0.992481529,2.787187951,0.005128512,0.013845997,thioredoxin-related transmembrane protein 2 homolog isoform X1
LOC105190760,0.957308605,3.451910848,0.005137932,0.013868472,thioredoxin domain-containing protein 17
LOC105183141,0.785331501,6.327484048,0.005141963,0.013870475,RNA-binding protein squid
LOC105187860,0.843613672,4.549798498,0.005140443,0.013870475,uncharacterized protein LOC105187860
LOC105186584,0.849524711,4.333274904,0.005140913,0.013870475,thioredoxin reductase-like selenoprotein T homolog CG3887
LOC105185661,1.217947255,2.691421009,0.005147882,0.013883482,lysosomal thioesterase PPT2 homolog isoform X1
LOC105192562,0.984472987,3.506736212,0.005155888,0.01390211,charged multivesicular body protein 3
LOC105185248,0.77690722,5.316438215,0.005168847,0.013934084,"histone-lysine N-methyltransferase, H3 lysine-79 specific"
LOC105182512,1.023898659,3.969182268,0.005180884,0.013963558,poly(A) RNA polymerase gld-2 homolog A
LOC105187576,0.776827097,5.791849991,0.005188728,0.013981723,RNA-binding protein 28
LOC105184338,0.775189793,6.353291777,0.005190719,0.013984108,serine/threonine-protein kinase PRP4 homolog
LOC105191884,1.057879796,2.153130863,0.005192792,0.013986716,dynactin subunit 6 isoform X1
LOC105186462,0.913494805,3.763034987,0.005200552,0.014004635,tRNA dimethylallyltransferase isoform X1
LOC105181643,0.75319186,5.388413881,0.005204165,0.014011384,GATA zinc finger domain-containing protein 8 isoform X2
LOC105192001,1.019173882,3.097525788,0.005213686,0.014034031,ras-related protein Rab-23 isoform X1
LOC105184867,0.835877891,5.830268054,0.005219378,0.014046364,probable serine/threonine-protein kinase DDB_G0282963 isoform X1
LOC105181784,0.950372816,2.775138434,0.005227127,0.014064228,NADH dehydrogenase
LOC105189080,0.827446827,3.889767412,0.005239643,0.014094908,ARL14 effector protein
LOC105185523,1.187914005,1.825648158,0.005243747,0.014102948,ubiquinol-cytochrome-c reductase complex assembly factor 1 isoform X2
LOC105192250,0.827791592,4.844997098,0.005248075,0.014108593,molybdenum cofactor sulfurase 1
LOC105186203,0.889605719,3.122229849,0.005247488,0.014108593,protein lin-37 homolog
LOC105187966,0.810831066,4.598085983,0.005250305,0.014111588,"thioredoxin, mitochondrial"
LOC105184819,2.014507978,1.137081703,0.005254967,0.01412112,RNA-binding protein Musashi homolog 2 isoform X2
LOC105186610,0.7780397,8.26905735,0.005262144,0.01413728,40S ribosomal protein S15
LOC105183030,0.830316516,6.916590766,0.005264332,0.01413728,mucin-5AC
LOC105191957,1.109775964,3.087554706,0.005264181,0.01413728,phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 isoform X2
LOC105189236,0.791849756,4.368928449,0.005268913,0.014146578,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
LOC105190525,1.038157339,3.055068513,0.005275572,0.014161453,sodium-independent sulfate anion transporter isoform X1
LOC105184211,0.888982099,4.191526809,0.005277548,0.014163753,"28S ribosomal protein S5, mitochondrial"
LOC105189911,-3.469503809,1.271161382,0.005278808,0.014164129,glutamyl aminopeptidase-like
LOC105182396,0.826701261,3.511857771,0.005280156,0.014164743,WD repeat domain phosphoinositide-interacting protein 4
LOC105183916,0.858978257,3.511515118,0.005284349,0.014169985,E3 ubiquitin-protein ligase RNF25
LOC105181883,0.876812933,7.908001597,0.005283869,0.014169985,uncharacterized protein LOC105181883 isoform X2
LOC105184968,0.736784464,5.224764023,0.00528602,0.014171461,E3 SUMO-protein ligase PIAS3 isoform X4
LOC105190361,0.932828853,3.276202406,0.005293758,0.014189201,serine/threonine-protein phosphatase 2A regulatory subunit B\\'\\' subunit gamma
LOC105182767,1.622692739,0.949270615,0.005296166,0.014192648,palmitoleoyl-protein carboxylesterase NOTUM isoform X1
LOC105190565,0.886777743,4.430504907,0.005305721,0.014215243,mitochondrial import receptor subunit TOM70
LOC105180470,0.925310285,3.147986395,0.005308934,0.014219963,glucose-fructose oxidoreductase domain-containing protein 1
LOC105182362,1.214421031,2.080307712,0.00530973,0.014219963,methyl farnesoate epoxidase
LOC105189095,1.360481155,1.43524632,0.005311014,0.014220391,uncharacterized protein LOC105189095 isoform X2
LOC105184121,0.888553539,3.24650861,0.005317289,0.014234181,tetratricopeptide repeat protein 4 isoform X2
LOC105182897,0.880042099,3.555423051,0.005325909,0.014254241,ribosome biogenesis protein WDR12 homolog
LOC105192056,0.959162799,3.334832778,0.005328017,0.014256867,splicing factor 45
LOC105190985,0.851326832,5.75074498,0.005330377,0.014260167,villin-1 isoform X1
LOC105188652,0.829331135,6.49570494,0.00533199,0.014261467,26S proteasome regulatory subunit 7
LOC105184487,1.114896015,2.850893045,0.005333522,0.014262549,innexin inx2
LOC105184517,1.577596981,0.933287869,0.00533705,0.014268968,uncharacterized protein LOC105184517 isoform X2
LOC105187055,1.688900019,6.827694822,0.005348765,0.014297268,uncharacterized protein LOC105187055 isoform X1
LOC105182184,1.021097417,2.795546801,0.005358465,0.014320172,high affinity copper uptake protein 1 isoform X1
LOC105188889,1.270566126,1.869818163,0.005360051,0.014321385,"POU domain, class 6, transcription factor 2 isoform X1"
LOC105187073,0.927528326,3.648507784,0.005361808,0.014323055,NF-kappa-B-repressing factor
LOC105190589,0.822068121,4.003541538,0.005374278,0.014353338,E3 ubiquitin-protein ligase MIB1
LOC105190374,1.000033143,2.633324526,0.005384333,0.014374257,selenoprotein K
LOC105184083,1.111005604,3.101422074,0.005384383,0.014374257,structure-specific endonuclease subunit slx1
LOC105189114,0.815623608,6.153998677,0.005390851,0.01438849,insulin-like growth factor 2 mRNA-binding protein 1 isoform X2
LOC105188135,0.807986077,7.365737877,0.005402999,0.014417871,serine/threonine-protein phosphatase 6 regulatory subunit 3 isoform X3
LOC105183076,0.769025558,4.742832503,0.005404426,0.014418639,DNA repair protein complementing XP-G cells
LOC105180990,0.916276955,3.934712951,0.005406214,0.014420369,Y+L amino acid transporter 2 isoform X1
LOC105187684,0.78859943,6.146558749,0.00540929,0.014425532,cell division cycle and apoptosis regulator protein 1 isoform X2
LOC105185949,0.750803455,4.176507298,0.005414675,0.014436851,85/88 kDa calcium-independent phospholipase A2
LOC105181869,0.763792078,5.178601931,0.005418568,0.014444188,argininosuccinate lyase
LOC105188607,0.882736275,4.651633528,0.005419895,0.014444682,uncharacterized protein LOC105188607 isoform X2
LOC105185707,1.321489447,1.928434516,0.005423932,0.014452399,uncharacterized protein LOC105185707
LOC105190780,1.42973622,1.856827004,0.005425121,0.014452521,uncharacterized protein LOC105190780 isoform X4
LOC105189382,1.075551357,3.589702811,0.005432223,0.014468397,regulator of chromosome condensation
LOC105189541,0.744308018,5.589828081,0.005442684,0.014493208,synaptic vesicle glycoprotein 2B isoform X1
LOC105183695,0.774700069,5.038001179,0.005444087,0.014493892,geranylgeranyl transferase type-1 subunit beta
LOC105184746,1.925954013,0.90995189,0.005455933,0.014522376,uncharacterized protein LOC105184746
LOC105184933,0.880329578,3.382297012,0.005457562,0.014523658,ADP-ribosylation factor-like protein 1
LOC105191419,0.84072382,4.588975534,0.005461638,0.014530412,protein AF-10 isoform X2
LOC112588621,1.784063092,3.071275533,0.005463472,0.014530412,cytochrome P450 9e2-like
LOC105184559,2.364136207,-0.025714204,0.005463545,0.014530412,uncharacterized protein LOC105184559
LOC105183075,0.873599227,3.875031538,0.005465726,0.014533158,"39S ribosomal protein L30, mitochondrial"
LOC105187366,-1.359729924,3.282310193,0.005480273,0.0145596,cytosolic 10-formyltetrahydrofolate dehydrogenase isoform X1
LOC105186499,0.735552496,5.097690383,0.005479329,0.0145596,uncharacterized protein LOC105186499 isoform X2
LOC112590036,0.820581126,4.654023722,0.005478188,0.0145596,uncharacterized protein LOC112590036
LOC105180997,1.066396446,2.567304663,0.005478647,0.0145596,threonine aspartase 1 isoform X1
LOC105184045,0.854604256,5.128489933,0.00548401,0.01456647,ATPase ASNA1 homolog isoform X1
LOC105180715,-5.408516677,-0.351146806,0.005493053,0.014587428,luciferin 4-monooxygenase isoform X1
LOC105186510,1.803285646,4.558657163,0.005500869,0.01460512,LOW QUALITY PROTEIN: nephrin
LOC105183220,0.851372933,4.160895045,0.005512375,0.014632598,MAU2 chromatid cohesion factor homolog
LOC105185586,0.861094368,6.018649262,0.005515742,0.014638466,"type I inositol 3,4-bisphosphate 4-phosphatase isoform X5"
LOC105189391,0.942755761,4.605548868,0.005519859,0.014646318,actin-related protein 1
LOC105190688,2.490450126,-0.199787005,0.005522131,0.014649275,fez family zinc finger protein erm-like isoform X2
LOC105180954,0.90601786,2.900264997,0.005538101,0.014685484,peflin isoform X1
LOC105183821,1.080416776,3.004512094,0.0055379,0.014685484,uncharacterized protein LOC105183821 isoform X1
LOC105186022,0.961519043,3.02420294,0.005541985,0.014692705,uncharacterized protein LOC105186022
LOC105187840,0.791132105,7.400243759,0.005549873,0.014710536,uncharacterized protein LOC105187840 isoform X1
LOC105187309,1.033190114,2.64432898,0.005552879,0.01471542,E3 ubiquitin-protein ligase FANCL isoform X1
LOC105184416,0.742460866,5.543582385,0.005562829,0.014736459,protein mago nashi homolog
LOC105181118,0.815357949,4.817804284,0.005563147,0.014736459,cation-independent mannose-6-phosphate receptor isoform X1
LOC105187887,0.737682043,4.376512189,0.005567551,0.014742412,DNA-binding protein RFXANK isoform X1
LOC105184818,0.852377424,6.537957707,0.005567725,0.014742412,proteasome subunit alpha type-2
LOC105181638,0.795516279,6.795401402,0.005577259,0.014764568,26S proteasome non-ATPase regulatory subunit 11
LOC105190431,-2.33261117,0.249439629,0.005586576,0.014786139,acyl-CoA Delta(11) desaturase
LOC105190504,1.929580839,1.231434781,0.005588662,0.014788567,CREB-binding protein isoform X1
LOC105187872,0.768798166,4.532755025,0.005601109,0.014818407,prefoldin subunit 3
LOC105191752,0.843999681,8.136931822,0.005607023,0.014830951,"glycine dehydrogenase (decarboxylating), mitochondrial"
LOC105188128,0.733109742,4.767626119,0.00560901,0.014833106,OCIA domain-containing protein 1
LOC105183433,1.348583834,1.69347688,0.005618789,0.014855863,pre-mRNA-splicing factor ISY1 homolog
LOC105191064,0.987162038,2.698271198,0.005620224,0.014856551,uncharacterized protein LOC105191064
LOC105181044,0.80039005,5.614266686,0.005626196,0.014869233,protein retinal degeneration B isoform X1
LOC105187339,0.894519112,4.286288742,0.005629073,0.014873731,SH3 domain-containing protein Dlish isoform X2
LOC105189803,0.917885829,6.385712434,0.005639545,0.014898288,proteasome subunit beta type-5
LOC105182848,0.74715596,4.653322531,0.005652111,0.014925252,uncharacterized protein LOC105182848 isoform X2
LOC112589309,0.829261567,6.934655949,0.005651056,0.014925252,toll-like receptor 7
LOC105189796,0.773704758,4.320024877,0.005661832,0.014945499,pinin
LOC105188819,0.878292144,3.991085787,0.00566214,0.014945499,DNA polymerase delta subunit 3
LOC105185755,0.783134754,4.739862673,0.005672384,0.014969416,activating signal cointegrator 1 isoform X1
LOC105192573,0.757023873,5.06402762,0.00568369,0.014996125,putative elongator complex protein 1
LOC105182221,0.786601606,5.319221363,0.005689122,0.015007328,protein polybromo-1 isoform X2
LOC105187852,2.796219261,0.598276104,0.005692358,0.015012734,uncharacterized protein LOC105187852 isoform X1
LOC105188633,0.944135806,3.243644591,0.005697759,0.015020717,histidine protein methyltransferase 1 homolog
LOC105180755,1.436836702,2.805087767,0.005697751,0.015020717,innexin inx3
LOC105191825,0.733089288,4.109518575,0.005701966,0.015025548,cleavage stimulation factor subunit 1
LOC105181289,0.817982643,4.020617825,0.005701865,0.015025548,sorting nexin-4
LOC105190278,0.760156089,4.318569574,0.005719914,0.015069703,heparin sulfate O-sulfotransferase
LOC105187997,0.798085063,3.753281738,0.005722172,0.015072515,nuclear inhibitor of protein phosphatase 1
LOC105188789,2.620274893,-0.132841738,0.005738759,0.01511306,discoidin domain-containing receptor tyrosine kinase B isoform X2
LOC105187717,0.871921142,3.888415235,0.005740807,0.015115309,DET1- and DDB1-associated protein 1 isoform X2
LOC105192502,1.030885624,2.963454992,0.005749026,0.015133799,"putative transferase CAF17 homolog, mitochondrial"
LOC105184224,0.805790816,6.613918604,0.005762191,0.015165301,ubiquitin carboxyl-terminal hydrolase 3 isoform X2
LOC105189291,1.081878811,2.852950392,0.005765657,0.015171267,stress response protein NST1 isoform X2
LOC105183550,0.983489773,3.814227686,0.005768197,0.015174795,rhodanese domain-containing protein CG4456 isoform X2
LOC105190891,0.766952993,8.488484479,0.00576945,0.015174937,40S ribosomal protein S5
LOC105184223,-2.811269076,-0.412051161,0.005781824,0.015202099,forkhead box protein C1
LOC105189350,0.83930267,4.726300632,0.00578218,0.015202099,DNA repair protein complementing XP-A cells homolog
LOC105184208,0.871771912,3.996126208,0.005789355,0.015217801,ninein
LOC105186600,0.87773773,4.775054453,0.005792645,0.015220127,serine/threonine-protein phosphatase 4 regulatory subunit 3 isoform X1
LOC105190136,2.116506279,0.641116047,0.00579167,0.015220127,follistatin-A
LOC105184872,0.925699276,3.380296855,0.005799492,0.015234952,transcription initiation protein SPT3 homolog
LOC105191578,1.479201813,2.284524804,0.005802611,0.015239984,potassium channel subfamily T member 2 isoform X7
LOC105186360,0.934052932,3.312530397,0.005805558,0.015244558,LOW QUALITY PROTEIN: leucine-rich repeat-containing protein 49
LOC105192043,0.893969601,6.129587275,0.005808354,0.015247487,nucleoprotein TPR isoform X2
LOC105186539,1.070060036,2.394299605,0.005809083,0.015247487,phosphatidylinositol N-acetylglucosaminyltransferase subunit C isoform X2
LOC105181791,0.900149864,3.336884967,0.005815057,0.015260001,docking protein 1 isoform X1
LOC105181810,0.96764898,4.285391693,0.005821491,0.015273719,transmembrane protein 161B
LOC105188455,0.795117455,4.705201053,0.005825233,0.015280368,Fanconi anemia group D2 protein isoform X1
LOC105183292,1.240992405,6.719908439,0.005848201,0.015337438,uncharacterized protein LOC105183292 isoform X4
LOC105189966,0.77438673,6.381602736,0.005850648,0.015340675,poly(U)-binding-splicing factor half pint isoform X1
LOC105183972,1.104578118,2.191053875,0.005853411,0.015344742,serine/threonine/tyrosine-interacting protein isoform X2
LOC105187116,0.897317806,3.994801897,0.005860491,0.015360119,uncharacterized protein LOC105187116 isoform X4
LOC105185455,0.760753729,5.177570832,0.005863438,0.015361478,WD repeat-containing protein 6 isoform X1
LOC105180561,0.78251244,8.030350856,0.005862354,0.015361478,60S ribosomal protein L23a isoform X3
LOC105185925,1.119102025,2.23574796,0.005870106,0.015375766,calcium and integrin-binding protein 1
LOC105184995,0.808320323,8.704766322,0.005872101,0.015377808,leucine-rich repeat-containing protein let-4
LOC105183850,0.778763051,4.409274438,0.005875625,0.015383852,USP6 N-terminal-like protein
LOC105180821,1.021320829,2.971136076,0.005879665,0.015391247,ragulator complex protein LAMTOR3-A
LOC105189699,0.826638358,9.363566592,0.005880992,0.015391535,transketolase-like protein 2 isoform X1
LOC105185420,1.046194151,2.953604622,0.005888595,0.015408246,cyclin-dependent kinase 9 isoform X1
LOC105189288,1.065566831,2.479631181,0.005893532,0.015417976,zinc finger BED domain-containing protein 4 isoform X4
LOC105183079,0.798315604,4.303023314,0.00590162,0.015435945,tRNA (adenine(37)-N6)-methyltransferase
LOC105185627,0.82711038,4.194512384,0.005911583,0.015458807,uncharacterized protein LOC105185627 isoform X2
LOC105182830,0.81827165,5.641612357,0.005916406,0.015468224,probable cytosolic oligopeptidase A
LOC105190109,1.268039723,1.84307254,0.005922619,0.015481268,uncharacterized protein LOC105190109
LOC105181633,1.270515525,3.887814875,0.00593113,0.015500314,polycomb group protein Psc isoform X1
LOC105184371,0.888411067,3.812374033,0.005943513,0.015529468,breast cancer type 2 susceptibility protein homolog
LOC105187284,0.782847742,6.356329914,0.005947787,0.015537428,proteasome inhibitor PI31 subunit
LOC105189055,1.299089687,1.539293464,0.005949036,0.015537481,uncharacterized protein LOC105189055
LOC105192460,1.521094643,3.434164765,0.005956355,0.015553388,tetraspanin-9 isoform X2
LOC105182280,0.829759511,3.501343156,0.005959707,0.015558929,uncharacterized protein At4g17910
LOC105182692,2.070647411,0.480462587,0.005962643,0.015563313,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase"
LOC105188220,2.678463332,-0.083880162,0.005963846,0.015563313,uncharacterized protein LOC105188220 isoform X1
LOC105184448,0.824082458,4.884349599,0.005973015,0.015584027,"ATP-dependent RNA helicase SUV3 homolog, mitochondrial"
LOC105190863,-3.56757145,0.98947923,0.005976692,0.015588313,uncharacterized protein LOC105190863 isoform X1
LOC105183458,1.236908506,1.626639857,0.005977122,0.015588313,zinc finger protein 343
LOC105187583,0.770674759,7.013138893,0.006000038,0.015644856,transmembrane protein 131 isoform X3
LOC105190787,0.892560462,3.542067236,0.006004308,0.015652763,synaptobrevin homolog YKT6 isoform X1
LOC105189085,0.891623466,3.047276275,0.00600685,0.015655739,"arginine-hydroxylase NDUFAF5, mitochondrial isoform X1"
LOC105181585,1.532502358,1.313262176,0.006007924,0.015655739,uncharacterized protein LOC105181585
LOC105185944,0.714139072,4.821992609,0.006011231,0.015661133,uncharacterized Golgi apparatus membrane protein-like protein CG5021 isoform X1
LOC105182658,0.794986528,5.900899613,0.006013713,0.015661148,GIGYF family protein CG11148 isoform X1
LOC105182755,0.868750188,3.777861054,0.006013434,0.015661148,"39S ribosomal protein L41, mitochondrial isoform X1"
LOC105185210,1.703739158,0.340961509,0.006022485,0.015680766,glutamate receptor 1-like
LOC105191521,0.837535832,5.44294297,0.006025078,0.015681829,probable RNA helicase armi isoform X2
LOC105191443,1.029504409,3.219750308,0.006025372,0.015681829,kelch-like protein 17 isoform X5
LOC105187015,0.811600199,3.835050755,0.006029591,0.015689584,DNA repair and recombination protein RAD54B isoform X1
LOC105187429,1.049189358,2.722360912,0.006047642,0.015733319,uncharacterized protein LOC105187429 isoform X1
LOC105181526,1.171602676,2.675941171,0.006049427,0.015734727,serine/threonine-protein phosphatase 2A activator isoform X1
LOC105184744,0.821352216,5.195977652,0.006071672,0.015789341,uncharacterized protein LOC105184744
LOC105190050,0.778624273,4.78740214,0.006077457,0.015797892,chromatin assembly factor 1 subunit A-B
LOC105190708,2.774395898,-0.338476447,0.006076801,0.015797892,uncharacterized protein LOC105190708
LOC105187302,1.258514254,2.15824116,0.006094731,0.015839541,odorant receptor Or2
LOC105183806,0.801155668,7.42460826,0.006096548,0.01584101,clustered mitochondria protein homolog isoform X1
LOC105187643,1.03482054,2.932626205,0.006101532,0.015849149,putative tRNA pseudouridine synthase Pus10
LOC105185536,1.671584083,1.677686411,0.006102185,0.015849149,uncharacterized protein LOC105185536 isoform X1
LOC105182017,-4.32258805,1.579256427,0.006108076,0.015861194,uncharacterized protein LOC105182017
LOC105192269,0.717603234,5.009682511,0.006114642,0.015874987,"KH domain-containing, RNA-binding, signal transduction-associated protein 3 isoform X1"
