Protein	GO.term
LOC105188290	GO:0097050
LOC105188290	GO:0035994
LOC105188290	GO:1901896
LOC105188290	GO:0031000
LOC105188290	GO:0014850
LOC105188290	GO:0003151
LOC105188290	GO:0043588
LOC105188290	GO:0003143
LOC105188290	GO:0042045
LOC105188290	GO:0043931
LOC105188290	GO:0005513
LOC105188290	GO:0010881
LOC105188290	GO:0098735
LOC105188290	GO:0071313
LOC105188290	GO:0051289
LOC105188290	GO:0048741
LOC105188290	GO:0001666
LOC105188290	GO:0003220
LOC105188292	GO:0008150
LOC105188292	GO:0009987
LOC105188294	GO:0008150
LOC105188294	GO:0009987
LOC105188316	GO:0008152
LOC105188316	GO:0009987
LOC105188316	GO:0008150
LOC105188316	GO:0018130
LOC105188316	GO:0003254
LOC105188316	GO:1901016
LOC105188321	GO:0009987
LOC105188321	GO:0008150
LOC105188321	GO:0008152
LOC105188322	GO:0008152
LOC105188322	GO:0043170
LOC105188322	GO:0008150
LOC105188322	GO:0009987
LOC105188322	GO:0071333
LOC105188322	GO:0010021
LOC105188322	GO:0071329
LOC105188322	GO:0071332
LOC105188330	GO:0009987
LOC105188330	GO:0008150
LOC105188330	GO:0051716
LOC105188337	GO:0009987
LOC105188337	GO:0008152
LOC105188337	GO:0008150
LOC105188337	GO:0006979
LOC105188337	GO:0033539
LOC105188338	GO:0043170
LOC105188338	GO:0008150
LOC105188338	GO:0009987
LOC105188338	GO:2000014
LOC105188338	GO:0032869
LOC105188338	GO:0090628
LOC105188338	GO:0090392
LOC105188338	GO:1901741
LOC105188338	GO:0071230
LOC105188338	GO:1901216
LOC105188338	GO:0042001
LOC105188341	GO:0008150
LOC105188341.3.p1	GO:0008150
LOC105188341.3.p1	GO:0009987
LOC105188341.6.p1	GO:0008150
LOC105188341.6.p1	GO:0009987
LOC105188342	GO:0008150
LOC105188342	GO:0009987
LOC105188346	GO:0008150
LOC105188368	GO:0009987
LOC105188368	GO:0008150
LOC105188370	GO:0008150
LOC105188370	GO:0009987
LOC105188370	GO:0016926
LOC105188371	GO:0008150
LOC105188371	GO:0009987
LOC105188372	GO:0008152
LOC105188372	GO:0009987
LOC105188372	GO:0008150
LOC105188373	GO:0008152
LOC105188373	GO:0009987
LOC105188373	GO:0006397
LOC105188373	GO:0008150
LOC105188373	GO:0033197
LOC105188373.2.p2	GO:0008152
LOC105188373.2.p2	GO:0009987
LOC105188373.2.p2	GO:0006397
LOC105188373.2.p2	GO:0008150
LOC105188373.2.p2	GO:0033197
LOC105188375	GO:0009987
LOC105188375	GO:0008150
LOC105188376	GO:0034613
LOC105188376	GO:0008150
LOC105188376	GO:0070727
LOC105188376	GO:0009987
LOC105188376	GO:0006998
LOC105188376	GO:0090292
LOC105188379	GO:0008150
LOC105188379	GO:0009987
LOC105188380	GO:0009987
LOC105188380	GO:0010467
LOC105188380	GO:0008152
LOC105188380	GO:0008150
LOC105188380	GO:1990830
LOC105188381	GO:0008150
LOC105188381	GO:0009987
LOC105188381	GO:0032091
LOC105188382	GO:0009987
LOC105188382	GO:0043170
LOC105188382	GO:0008152
LOC105188382	GO:0008150
LOC105188382	GO:0016192
LOC105188382	GO:0010467
LOC105188382	GO:0031326
LOC105188382.8.p1	GO:0009987
LOC105188382.8.p1	GO:0010467
LOC105188382.8.p1	GO:0031326
LOC105188382.8.p1	GO:0043170
LOC105188382.8.p1	GO:0008152
LOC105188382.8.p1	GO:0008150
LOC105188383	GO:0043170
LOC105188383	GO:0009987
LOC105188383	GO:0008152
LOC105188383	GO:0008150
LOC105188383	GO:0006408
LOC105188383	GO:0046833
LOC105188384	GO:0009987
LOC105188384	GO:0008152
LOC105188384	GO:0008150
LOC105188384	GO:0010867
LOC105188384	GO:0032868
LOC105188384	GO:0046951
LOC105188384	GO:0000038
LOC105188384	GO:0043588
LOC105188384	GO:0006654
LOC105188384	GO:0044539
LOC105188384	GO:0071902
LOC105188384	GO:0033211
LOC105188384	GO:0006699
LOC105188384	GO:0071766
LOC105188384	GO:0097089
LOC105188384	GO:0071072
LOC105188386.2.p1	GO:0008150
LOC105188386.2.p1	GO:0009987
LOC105188386	GO:0008150
LOC105188387	GO:0008150
LOC105188387	GO:0008152
LOC105188387	GO:0009987
LOC105188387	GO:0007186
LOC105188387	GO:0008277
LOC105188387	GO:0007631
LOC105188387	GO:0001975
LOC105188387	GO:0007622
LOC105188387	GO:0032355
LOC105188387	GO:0060078
LOC105188387	GO:0045471
LOC105188387	GO:1900924
LOC105188387	GO:1990791
LOC105188387.6.p1	GO:0009987
LOC105188387.6.p1	GO:0008150
LOC105188387.6.p1	GO:0008152
LOC105188387.6.p1	GO:0007186
LOC105188387.6.p1	GO:0045471
LOC105188387.6.p1	GO:0001975
LOC105188387.6.p1	GO:0007631
LOC105188387.6.p1	GO:0060078
LOC105188390.3.p1	GO:0051716
LOC105188390.3.p1	GO:0051173
LOC105188390.3.p1	GO:0009987
LOC105188390.3.p1	GO:0008152
LOC105188390.3.p1	GO:2000373
LOC105188390.3.p1	GO:0051129
LOC105188390.3.p1	GO:0051054
LOC105188390.3.p1	GO:0008150
LOC105188390.3.p1	GO:0043170
LOC105188391	GO:0051716
LOC105188391	GO:0043170
LOC105188391	GO:0009987
LOC105188391	GO:0008150
LOC105188391	GO:0010467
LOC105188391	GO:0018130
LOC105188391	GO:0008152
LOC105188391	GO:0045995
LOC105188395	GO:0070727
LOC105188395	GO:0008150
LOC105188395	GO:0032989
LOC105188395	GO:0034613
LOC105188395	GO:0009987
LOC105188395	GO:0008152
LOC105188395	GO:0006886
LOC105188395	GO:0051640
LOC105188395	GO:0040011
LOC105188395	GO:0016192
LOC105188395	GO:0048560
LOC105188396	GO:0008150
LOC105188396	GO:0009987
LOC105188398	GO:0009987
LOC105188398	GO:0008150
LOC105188400	GO:0008152
LOC105188400	GO:0009987
LOC105188400	GO:0008150
LOC105188409	GO:0008150
LOC105188409.2.p1	GO:0008152
LOC105188409.2.p1	GO:0009987
LOC105188409.2.p1	GO:0008150
LOC105188409	GO:0009987
LOC105188409	GO:0008152
LOC105188410	GO:0008150
LOC105188410	GO:0009987
LOC105188410	GO:0008152
LOC105188410	GO:0046928
LOC105188410	GO:0090280
LOC105188410	GO:0090022
LOC105188410	GO:0007628
LOC105188410	GO:0032024
LOC105188410	GO:0001953
LOC105188410	GO:0060291
LOC105188410	GO:0048149
LOC105188410	GO:0070509
LOC105188410	GO:0040026
LOC105188410	GO:0021987
LOC105188410	GO:0010839
LOC105188410	GO:0007615
LOC105188410	GO:0061003
LOC105188410	GO:2000300
LOC105188410	GO:0035418
LOC105188410	GO:0008582
LOC105188410	GO:0006468
LOC105188410	GO:0061045
LOC105188410	GO:0072659
LOC105188410	GO:0097112
LOC105188410	GO:0045176
LOC105188410	GO:1900073
LOC105188410	GO:0071896
LOC105188410	GO:1900244
LOC105188410	GO:0030010
LOC105188410	GO:2000331
LOC105188410	GO:1903361
LOC105188410	GO:0031334
LOC105188413	GO:0008152
LOC105188413	GO:0009987
LOC105188413	GO:0008150
LOC105188415	GO:0008150
LOC105188415	GO:0009987
LOC105188415	GO:0051716
LOC105188415	GO:0043170
LOC105188415	GO:0008152
LOC105188415	GO:0010467
LOC105188416	GO:0008150
LOC105188416	GO:0060271
LOC105188417	GO:0009987
LOC105188417	GO:0008150
LOC105188417	GO:0008152
LOC105188418	GO:0009987
LOC105188418	GO:0008150
LOC105188418	GO:0008152
LOC105188419	GO:0008150
LOC105188421	GO:0008150
LOC105188421	GO:0009987
LOC105188421	GO:0008152
LOC105188421.8.p1	GO:0009987
LOC105188421.8.p1	GO:0008150
LOC105188422	GO:0010467
LOC105188422	GO:0008152
LOC105188422	GO:0009987
LOC105188422	GO:0043170
LOC105188422	GO:0006325
LOC105188422	GO:0008150
LOC105188423.5.p1	GO:0008152
LOC105188423.5.p1	GO:0009987
LOC105188423.5.p1	GO:0008150
LOC105188423.5.p1	GO:0043170
LOC105188423.5.p1	GO:0046580
LOC105188424	GO:0009987
LOC105188424	GO:0008152
LOC105188424	GO:0008150
LOC105188425	GO:0008150
LOC105188425	GO:0008152
LOC105188425	GO:0009987
LOC105188425	GO:2001288
LOC105188426	GO:0008150
LOC105188426	GO:0009987
LOC105188427.1.p1	GO:0008150
LOC105188427.1.p1	GO:0009987
LOC105188427	GO:0008150
LOC105188427	GO:0009987
LOC105188429	GO:0009987
LOC105188429	GO:0008152
LOC105188429	GO:0008150
LOC105188429	GO:0042377
LOC105188429	GO:0042360
LOC105188429	GO:0010430
LOC105188429	GO:0042376
LOC105188429	GO:0018879
LOC105188429	GO:0042361
LOC105188429	GO:0018917
LOC105188429	GO:0032305
LOC105188430	GO:0008150
LOC105188430	GO:0008152
LOC105188430	GO:0009987
LOC105188430	GO:0097238
LOC105188430	GO:0019640
LOC105188430	GO:0002070
LOC105188430	GO:0018931
LOC105188430	GO:0001523
LOC105188430	GO:0006061
LOC105188430	GO:0072061
LOC105188430	GO:0044597
LOC105188430	GO:0071475
LOC105188430	GO:0019853
LOC105188430	GO:1901687
LOC105188430	GO:0046427
LOC105188430	GO:0016488
LOC105188430	GO:0044598
LOC105188430	GO:0042840
LOC105188434	GO:0008150
LOC105188434	GO:0009987
LOC105188436	GO:0009987
LOC105188436	GO:0016192
LOC105188436	GO:0008150
LOC105188436	GO:0048209
LOC105188438	GO:0008150
LOC105188438	GO:0018130
LOC105188438	GO:0006468
LOC105188438	GO:0008152
LOC105188438	GO:0097022
LOC105188438	GO:0072156
LOC105188438	GO:0050801
LOC105188438	GO:0010766
LOC105188438	GO:0072659
LOC105188438	GO:0071277
LOC105188438	GO:0010820
LOC105188438	GO:0090263
LOC105188438	GO:0033633
LOC105188438	GO:2000651
LOC105188438	GO:1903288
LOC105188438	GO:0035556
LOC105188438	GO:0018107
LOC105188438	GO:0038116
LOC105188438	GO:0023016
LOC105188438	GO:0050852
LOC105188438	GO:0035633
LOC105188438	GO:0009987
LOC105188439	GO:0008152
LOC105188439	GO:0009987
LOC105188439	GO:0008150
LOC105188439	GO:0043170
LOC105188439	GO:0017186
LOC105188441	GO:0009987
LOC105188441	GO:0008150
LOC105188441	GO:0008152
LOC105188441	GO:0030512
LOC105188441	GO:0033037
LOC105188444	GO:0008152
LOC105188444	GO:0009987
LOC105188444	GO:0008150
LOC105188444	GO:0035063
LOC105188444	GO:0000422
LOC105188444	GO:0008053
LOC105188445	GO:0043170
LOC105188445	GO:0008152
LOC105188445	GO:0009987
LOC105188445	GO:0032268
LOC105188445	GO:0014070
LOC105188445	GO:0008150
LOC105188445	GO:0075522
LOC105188448	GO:0032446
LOC105188448	GO:0008152
LOC105188448	GO:0009987
LOC105188448	GO:0008150
LOC105188448	GO:0032092
LOC105188448	GO:1990830
LOC105188448	GO:0007220
LOC105188448	GO:0032479
LOC105188449	GO:0009987
LOC105188449	GO:0008150
LOC105188449	GO:0031116
LOC105188449	GO:0031115
LOC105188449	GO:0007026
LOC105188449	GO:0090063
LOC105188449	GO:0045807
LOC105188449	GO:0044861
LOC105188449	GO:0061670
LOC105188449	GO:1990049
LOC105188450	GO:0008150
LOC105188450	GO:0009987
LOC105188450	GO:0008152
LOC105188450	GO:0032878
LOC105188450	GO:0010719
LOC105188450	GO:0035332
LOC105188450	GO:0051294
LOC105188450	GO:0015820
LOC105188450	GO:0090163
LOC105188450	GO:0045175
LOC105188450	GO:0006893
LOC105188450	GO:0045176
LOC105188450	GO:0030866
LOC105188450	GO:0008593
LOC105188450	GO:0045571
LOC105188450	GO:0098725
LOC105188450	GO:0045746
LOC105188450	GO:0045682
LOC105188450	GO:0050680
LOC105188450	GO:0050708
LOC105188450	GO:1904580
LOC105188450	GO:0048730
LOC105188450	GO:0045921
LOC105188451	GO:0009987
LOC105188451	GO:0008150
LOC105188451	GO:0008152
LOC105188452	GO:0008152
LOC105188452	GO:0043410
LOC105188452	GO:0034613
LOC105188452	GO:0030154
LOC105188452	GO:0051493
LOC105188452	GO:0010628
LOC105188452	GO:0040011
LOC105188452	GO:0006468
LOC105188452	GO:0043170
LOC105188452	GO:0042325
LOC105188452	GO:0032268
LOC105188452	GO:0008150
LOC105188452	GO:0006886
LOC105188452	GO:0007154
LOC105188452	GO:0001934
LOC105188452	GO:0051174
LOC105188452	GO:0051301
LOC105188452	GO:0019220
LOC105188452	GO:0031326
LOC105188452	GO:0016192
LOC105188452	GO:0032879
LOC105188452	GO:0009987
LOC105188452	GO:0032502
LOC105188452	GO:0070727
LOC105188452	GO:2000641
LOC105188452	GO:0090170
LOC105188452	GO:0070849
LOC105188452	GO:0035094
LOC105188452	GO:0031647
LOC105188452	GO:0072584
LOC105188452	GO:0043627
LOC105188452	GO:0030641
LOC105188452	GO:1903351
LOC105188452	GO:0060440
LOC105188452	GO:0015966
LOC105188452	GO:0046697
LOC105188452	GO:0032212
LOC105188452	GO:0071276
LOC105188452	GO:0010759
LOC105188452	GO:0030878
LOC105188452	GO:0060425
LOC105188452	GO:0051973
LOC105188452	GO:0060291
LOC105188452	GO:1904355
LOC105188452	GO:0042473
LOC105188452	GO:0019369
LOC105188452	GO:0034614
LOC105188452	GO:0031281
LOC105188452	GO:0061308
LOC105188452	GO:0019858
LOC105188452	GO:0060045
LOC105188452	GO:0060716
LOC105188452	GO:0043330
LOC105188452	GO:1904417
LOC105188452	GO:0008340
LOC105188452	GO:0019233
LOC105188452	GO:0030278
LOC105188452	GO:0048538
LOC105188452	GO:0071260
LOC105188452	GO:0033129
LOC105188452	GO:0035066
LOC105188452	GO:0090333
LOC105188452	GO:2000657
LOC105188453	GO:0008150
LOC105188453	GO:0009987
LOC105188454	GO:0008150
LOC105188454	GO:0008152
LOC105188454	GO:0009987
LOC105188454	GO:0043170
LOC105188454	GO:0010265
LOC105188454	GO:0002785
LOC105188454	GO:0031398
LOC105188454	GO:0061060
LOC105188454	GO:0031286
LOC105188454	GO:0035024
LOC105188454	GO:0048208
LOC105188454	GO:0000082
LOC105188454	GO:0017145
LOC105188455.5.p1	GO:0009987
LOC105188455.5.p1	GO:0008150
LOC105188455.6.p1	GO:0008150
LOC105188455.6.p1	GO:0043170
LOC105188455.6.p1	GO:0008152
LOC105188455.6.p1	GO:0009987
LOC105188456	GO:0040011
LOC105188456	GO:0008150
LOC105188456	GO:0070727
LOC105188456	GO:0006886
LOC105188456	GO:0016192
LOC105188456	GO:0008152
LOC105188456	GO:0034613
LOC105188456	GO:0009987
LOC105188458	GO:0043170
LOC105188458	GO:0008152
LOC105188458	GO:0016192
LOC105188458	GO:0009987
LOC105188458	GO:0008150
LOC105188458	GO:0034696
LOC105188458	GO:0071364
LOC105188458	GO:0016477
LOC105188458	GO:0043536
LOC105188458	GO:0050852
LOC105188458	GO:0048015
LOC105188458	GO:0050804
LOC105188458	GO:0002092
LOC105188458	GO:0002316
LOC105188458	GO:0009629
LOC105188458	GO:0032026
LOC105188458	GO:1901339
LOC105188458	GO:0032481
LOC105188458	GO:0010634
LOC105188458	GO:0051209
LOC105188458	GO:0051281
LOC105188458	GO:0032959
LOC105188459.2.p1	GO:0008152
LOC105188459.2.p1	GO:0032268
LOC105188459.2.p1	GO:0008150
LOC105188459.2.p1	GO:0007045
LOC105188459.2.p1	GO:0043170
LOC105188459.2.p1	GO:0009987
LOC105188459.2.p1	GO:0090650
LOC105188459	GO:0008152
LOC105188459	GO:0042325
LOC105188459	GO:0032268
LOC105188459	GO:0008150
LOC105188459	GO:0090650
LOC105188459	GO:0016242
LOC105188460	GO:0008150
LOC105188460	GO:0009987
LOC105188461.2.p1	GO:0008152
LOC105188461.2.p1	GO:0043170
LOC105188461.2.p1	GO:0008150
LOC105188461.2.p1	GO:0009987
LOC105188461.2.p1	GO:1902686
LOC105188461.2.p1	GO:0001302
LOC105188461.2.p1	GO:0010205
LOC105188461.2.p1	GO:0042552
LOC105188461.2.p1	GO:0008089
LOC105188461.2.p1	GO:0046902
LOC105188461.2.p1	GO:0010304
LOC105188461.2.p1	GO:0007528
LOC105188461.2.p1	GO:0048747
LOC105188461.2.p1	GO:0008053
LOC105188461.2.p1	GO:0051560
LOC105188461.2.p1	GO:0034982
LOC105188461.2.p1	GO:0050829
LOC105188461.2.p1	GO:0045041
LOC105188461.2.p1	GO:0006851
LOC105188461.2.p1	GO:0036444
LOC105188461.2.p1	GO:0042407
LOC105188461	GO:0008152
LOC105188461	GO:0008150
LOC105188461	GO:0043170
LOC105188461	GO:0009987
LOC105188461	GO:0008089
LOC105188461	GO:0046902
LOC105188461	GO:0060013
LOC105188461	GO:1902686
LOC105188461	GO:0036444
LOC105188461	GO:0034982
LOC105188461	GO:0050829
LOC105188461	GO:0030163
LOC105188461	GO:0008053
LOC105188461	GO:0007528
LOC105188461	GO:0001302
LOC105188461	GO:0051560
LOC105188461	GO:0042407
LOC105188461	GO:0021675
LOC105188461.4.p1	GO:0009987
LOC105188461.4.p1	GO:0008152
LOC105188461.4.p1	GO:0008150
LOC105188461.4.p1	GO:0043170
LOC105188461.4.p1	GO:0021675
LOC105188461.4.p1	GO:0008089
LOC105188461.4.p1	GO:0001302
LOC105188461.4.p1	GO:0007528
LOC105188461.4.p1	GO:0036444
LOC105188461.4.p1	GO:0046902
LOC105188461.4.p1	GO:0050829
LOC105188461.4.p1	GO:1902686
LOC105188461.4.p1	GO:0034982
LOC105188461.4.p1	GO:0008053
LOC105188461.4.p1	GO:0051560
LOC105188461.4.p1	GO:0042407
LOC105188461.4.p1	GO:0060013
LOC105188461.6.p1	GO:0009987
LOC105188461.6.p1	GO:0008152
LOC105188461.6.p1	GO:0008150
LOC105188461.6.p1	GO:0043170
LOC105188461.6.p1	GO:0021675
LOC105188461.6.p1	GO:0008089
LOC105188461.6.p1	GO:0001302
LOC105188461.6.p1	GO:0007528
LOC105188461.6.p1	GO:0036444
LOC105188461.6.p1	GO:0046902
LOC105188461.6.p1	GO:0050829
LOC105188461.6.p1	GO:1902686
LOC105188461.6.p1	GO:0034982
LOC105188461.6.p1	GO:0008053
LOC105188461.6.p1	GO:0051560
LOC105188461.6.p1	GO:0042407
LOC105188461.6.p1	GO:0060013
LOC105188461	GO:0006851
LOC105188462	GO:0010467
LOC105188462	GO:0032268
LOC105188462	GO:0051248
LOC105188462	GO:0008150
LOC105188462	GO:0014070
LOC105188462	GO:0009987
LOC105188462	GO:0008152
LOC105188462	GO:0043170
LOC105188463	GO:0008150
LOC105188463	GO:0009987
LOC105188465	GO:0008152
LOC105188465	GO:0009987
LOC105188465	GO:0030154
LOC105188465	GO:0008150
LOC105188465	GO:0006335
LOC105188465	GO:0048024
LOC105188465	GO:0031567
LOC105188465	GO:0032968
LOC105188466	GO:0008152
LOC105188466	GO:0040011
LOC105188466	GO:0008150
LOC105188466	GO:0009987
LOC105188467	GO:0008150
LOC105188469	GO:0008150
LOC105188469	GO:0008152
LOC105188469	GO:0009987
LOC105188470	GO:0008152
LOC105188470	GO:0008150
LOC105188470	GO:0009987
LOC105188470	GO:0043170
LOC105188470	GO:0006954
LOC105188470	GO:0042391
LOC105188471	GO:0009987
LOC105188471	GO:0070727
LOC105188471	GO:0034613
LOC105188471	GO:0008152
LOC105188471	GO:0008150
LOC105188471	GO:0072659
LOC105188473	GO:0006468
LOC105188473	GO:0040011
LOC105188473	GO:0032268
LOC105188473	GO:0042325
LOC105188473	GO:0008150
LOC105188473	GO:0008152
LOC105188473	GO:0009987
LOC105188473	GO:0043170
LOC105188473	GO:0051716
LOC105188473	GO:0034614
LOC105188473	GO:0044331
LOC105188473	GO:0036119
LOC105188473	GO:2000251
LOC105188473	GO:0010591
LOC105188473	GO:0038028
LOC105188473	GO:0031116
LOC105188473	GO:0030335
LOC105188473	GO:0036006
LOC105188473	GO:0045087
LOC105188473	GO:0071305
LOC105188473	GO:0030838
LOC105188473	GO:0042058
LOC105188473	GO:0030100
LOC105188473	GO:0043304
LOC105188473	GO:0010762
LOC105188473	GO:0034332
LOC105188473	GO:0035426
LOC105188473	GO:0006909
LOC105188473	GO:0034446
LOC105188473	GO:0048008
LOC105188473	GO:0070102
LOC105188473	GO:0010595
LOC105188473	GO:0038109
LOC105188473	GO:1900272
LOC105188474.1.p1	GO:0006468
LOC105188474.1.p1	GO:0032268
LOC105188474.1.p1	GO:0036211
LOC105188474.1.p1	GO:0070727
LOC105188474.1.p1	GO:0008152
LOC105188474.1.p1	GO:0008150
LOC105188474.1.p1	GO:0009987
LOC105188474.1.p1	GO:0018105
LOC105188474.1.p1	GO:0034613
LOC105188474.1.p1	GO:0043170
LOC105188474.1.p1	GO:2000052
LOC105188474.1.p1	GO:0007555
LOC105188474.1.p1	GO:0007030
LOC105188474.1.p1	GO:0035332
LOC105188474.1.p1	GO:0051225
LOC105188474.1.p1	GO:0090263
LOC105188474.1.p1	GO:0071539
LOC105188474.1.p1	GO:0034067
LOC105188474.1.p1	GO:0035058
LOC105188474.1.p1	GO:0045475
LOC105188474.1.p1	GO:0009741
LOC105188474.1.p1	GO:0042752
LOC105188474.1.p1	GO:0061512
LOC105188474.1.p1	GO:0032922
LOC105188474.1.p1	GO:0032091
LOC105188474.1.p1	GO:0001933
LOC105188474.1.p1	GO:0032436
LOC105188474.1.p1	GO:0090175
LOC105188474.1.p1	GO:0001737
LOC105188474	GO:0019538
LOC105188474	GO:0018105
LOC105188474	GO:0071704
LOC105188474	GO:0008150
LOC105188474	GO:0009987
LOC105188474	GO:0044238
LOC105188474	GO:0006468
LOC105188474	GO:0070727
LOC105188474	GO:0032268
LOC105188474	GO:0044237
LOC105188474	GO:0008152
LOC105188474	GO:0043170
LOC105188474	GO:0032091
LOC105188474	GO:0045475
LOC105188474	GO:0051225
LOC105188474	GO:0034067
LOC105188474	GO:0042752
LOC105188474	GO:0032436
LOC105188474	GO:0007030
LOC105188474	GO:0090175
LOC105188474	GO:0035058
LOC105188474	GO:0071539
LOC105188474	GO:0001933
LOC105188474	GO:0007555
LOC105188474	GO:0061512
LOC105188474	GO:0009741
LOC105188474	GO:2000052
LOC105188474	GO:0001737
LOC105188474	GO:0032922
LOC105188474	GO:0090263
LOC105188474	GO:0036211
LOC105188474	GO:0034613
LOC105188474	GO:0035332
LOC105188474	GO:0051716
LOC105188475	GO:0008152
LOC105188475	GO:0009987
LOC105188475	GO:0043170
LOC105188475	GO:0008150
LOC105188475	GO:0032211
LOC105188475	GO:2000200
LOC105188475	GO:0040014
LOC105188475	GO:0031397
LOC105188475	GO:0032091
LOC105188476	GO:0008150
LOC105188476	GO:0008152
LOC105188476	GO:0009987
LOC105188478	GO:0008152
LOC105188478	GO:0009987
LOC105188478	GO:0008150
LOC105188478	GO:0006046
LOC105188478	GO:0006043
LOC105188478	GO:0006048
LOC105188479	GO:0009987
LOC105188479	GO:0008150
LOC105188479	GO:1902490
LOC105188479	GO:0045920
LOC105188480	GO:0008150
LOC105188480	GO:0042744
LOC105188480	GO:0008152
LOC105188480	GO:0014854
LOC105188480	GO:0032088
LOC105188480	GO:0001666
LOC105188480	GO:0001657
LOC105188480	GO:0036335
LOC105188480	GO:0014823
LOC105188480	GO:0008340
LOC105188480	GO:0042542
LOC105188480	GO:0051289
LOC105188480	GO:0035206
LOC105188480	GO:0006625
LOC105188480	GO:0020027
LOC105188480	GO:0014068
LOC105188480	GO:0009987
LOC105188480	GO:0009650
LOC105188480	GO:1904643
LOC105188480	GO:0032355
LOC105188480.6.p1	GO:0008150
LOC105188480.6.p1	GO:0009987
LOC105188480.6.p1	GO:0008152
LOC105188480.6.p1	GO:0042744
LOC105188480.6.p1	GO:0020027
LOC105188480.6.p1	GO:0009650
LOC105188480.6.p1	GO:0006625
LOC105188480.6.p1	GO:0014068
LOC105188480.6.p1	GO:1904643
LOC105188480.6.p1	GO:0042542
LOC105188480.6.p1	GO:0036335
LOC105188480.6.p1	GO:0032088
LOC105188480.7.p1	GO:0008150
LOC105188480.7.p1	GO:0009987
LOC105188480.7.p1	GO:0008152
LOC105188480.7.p1	GO:0042744
LOC105188480.7.p1	GO:0020027
LOC105188480.7.p1	GO:0009650
LOC105188480.7.p1	GO:0006625
LOC105188480.7.p1	GO:0014068
LOC105188480.7.p1	GO:1904643
LOC105188480.7.p1	GO:0042542
LOC105188480.7.p1	GO:0036335
LOC105188480.7.p1	GO:0032088
LOC105188480	GO:0003007
LOC105188481	GO:0043170
LOC105188481	GO:0006468
LOC105188481	GO:0009987
LOC105188481	GO:0040011
LOC105188481	GO:0008150
LOC105188481	GO:0032268
LOC105188481	GO:0042325
LOC105188481	GO:0016192
LOC105188481	GO:0008152
LOC105188481	GO:0007257
LOC105188481	GO:0007585
LOC105188481	GO:0030421
LOC105188481	GO:0032418
LOC105188481	GO:0048286
LOC105188481	GO:0060425
LOC105188481	GO:0030154
LOC105188482	GO:0008152
LOC105188482	GO:0009987
LOC105188482	GO:0008150
LOC105188482	GO:0070269
LOC105188482	GO:1904582
LOC105188482	GO:0070934
LOC105188482	GO:0046833
LOC105188482	GO:0030423
LOC105188482	GO:0043123
LOC105188482	GO:0045739
LOC105188482	GO:0070922
LOC105188482	GO:1900153
LOC105188482	GO:0051092
LOC105188482	GO:2000767
LOC105188482	GO:1904358
LOC105188482	GO:1903608
LOC105188482	GO:0016457
LOC105188482	GO:0060760
LOC105188482	GO:0034644
LOC105188482	GO:0031442
LOC105188482	GO:2000637
LOC105188482	GO:2000373
LOC105188482	GO:0034605
LOC105188482	GO:0071360
LOC105188482	GO:0060261
LOC105188482	GO:0045995
LOC105188482	GO:0002735
LOC105188482	GO:1902064
LOC105188482	GO:1904469
LOC105188482	GO:0044806
LOC105188482	GO:1901534
LOC105188482	GO:0035549
LOC105188482	GO:0045944
LOC105188482	GO:0051891
LOC105188482	GO:1903843
LOC105188482	GO:0010501
LOC105188482	GO:2000778
LOC105188482	GO:0061003
LOC105188482	GO:1902775
LOC105188482	GO:0031453
LOC105188482	GO:0050691
LOC105188482	GO:0009615
LOC105188482	GO:0045740
LOC105188482	GO:0043330
LOC105188482	GO:0050434
LOC105188482	GO:0050729
LOC105188482	GO:0009047
LOC105188482	GO:1902741
LOC105188482	GO:0000380
LOC105188482	GO:0071356
LOC105188482	GO:0048146
LOC105188482	GO:0039695
LOC105188482.4.p1	GO:0008152
LOC105188482.4.p1	GO:0009987
LOC105188482.4.p1	GO:0008150
LOC105188482.4.p1	GO:0070269
LOC105188482.4.p1	GO:0070934
LOC105188482.4.p1	GO:0046833
LOC105188482.4.p1	GO:0030423
LOC105188482.4.p1	GO:0010501
LOC105188482.4.p1	GO:2000373
LOC105188482.4.p1	GO:0045739
LOC105188482.4.p1	GO:0070922
LOC105188482.4.p1	GO:0051092
LOC105188482.4.p1	GO:0045944
LOC105188482.4.p1	GO:1904582
LOC105188482.4.p1	GO:0002735
LOC105188482.4.p1	GO:1902064
LOC105188482.4.p1	GO:1903608
LOC105188482.4.p1	GO:0034605
LOC105188482.4.p1	GO:0016457
LOC105188482.4.p1	GO:0060760
LOC105188482.4.p1	GO:0034644
LOC105188482.4.p1	GO:2000637
LOC105188482.4.p1	GO:1902741
LOC105188482.4.p1	GO:0071360
LOC105188482.4.p1	GO:1904469
LOC105188482.4.p1	GO:0043330
LOC105188482.4.p1	GO:0035549
LOC105188482.4.p1	GO:1903843
LOC105188482.4.p1	GO:0009047
LOC105188482.4.p1	GO:1900153
LOC105188482.4.p1	GO:0009615
LOC105188482.4.p1	GO:2000767
LOC105188482.4.p1	GO:2000778
LOC105188482.4.p1	GO:0051891
LOC105188482.4.p1	GO:1904358
LOC105188482.4.p1	GO:0031453
LOC105188482.4.p1	GO:0050691
LOC105188482.4.p1	GO:0031442
LOC105188482.4.p1	GO:0060261
LOC105188482.4.p1	GO:0045740
LOC105188482.4.p1	GO:0043123
LOC105188482.4.p1	GO:1902775
LOC105188482.4.p1	GO:0050434
LOC105188482.4.p1	GO:0050729
