genes,logFC,logCPM,PValue,FDR,Annotation
LOC112589368,3.18944532,-1.7467316,0.05229061,0.10698228,uncharacterized protein LOC112589368
LOC112588027,-0.5685619,4.52634854,0.05233857,0.10706308,vesicle transport protein SEC20-like
LOC105180571,-0.5040866,5.55678064,0.0523726,0.10711539,arylsulfatase B isoform X1
LOC105191646,-1.6634276,2.15761165,0.0525352,0.10743058,uncharacterized protein LOC105191646
LOC105185092,-1.1440875,5.3887196,0.05257435,0.10749326,ceramide phosphoethanolamine synthase
LOC105184466,1.16866065,-0.0352405,0.0526455,0.10762135,trihelix transcription factor GTL2-like isoform X1
LOC105185194,-0.4594072,5.97992086,0.0527165,0.10774909,"28S ribosomal protein S29, mitochondrial"
LOC112588298,4.63233388,-1.7342284,0.05273777,0.10777516,uncharacterized protein LOC112588298
LOC105185057,1.09689968,3.86178745,0.05291356,0.10811693,uncharacterized protein LOC105185057
LOC105191813,0.60309914,5.1135006,0.05307721,0.10843382,nucleoside diphosphate-linked moiety X motif 19 isoform X1
LOC105181762,0.69779441,3.04876088,0.05319739,0.10864454,"dynein intermediate chain 2, ciliary isoform X1"
LOC105185106,-0.7892986,2.37874186,0.05319753,0.10864454,uncharacterized protein LOC105185106
LOC105180874,0.44071278,7.13180869,0.05330938,0.10885539,uncharacterized protein LOC105180874
LOC112589646,2.38471217,-1.5223935,0.05341688,0.10905731,transcription factor Adf-1-like
LOC105182755,0.60081064,5.05358359,0.05347301,0.10915429,"39S ribosomal protein L41, mitochondrial isoform X1"
LOC105187882,0.85691853,1.68035107,0.05349228,0.10917602,carboxylesterase 1C isoform X2
LOC105186609,-0.5872391,4.3205648,0.0535177,0.1091958,trihelix transcription factor GT-2 isoform X1
LOC105183829,-0.4528837,7.49782444,0.05351923,0.1091958,WW domain-binding protein 11
LOC105186791,-0.4445304,8.04018802,0.05353603,0.10920553,dentin sialophosphoprotein
LOC105190564,0.60835032,4.55600236,0.05354126,0.10920553,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
LOC105187473,-0.419416,6.40121071,0.05356873,0.10924395,actin-related protein 8 isoform X1
LOC105189492,0.51583784,5.10577647,0.05357878,0.10924684,"beta-1,3-galactosyltransferase 5"
LOC105186484,0.4488911,5.76976015,0.05362217,0.10931769,uncharacterized protein CG10915 isoform X2
LOC105191765,0.46183377,9.23652453,0.05364356,0.10934369,inactive histone-lysine N-methyltransferase 2E isoform X3
LOC109504553,0.67477762,3.0328758,0.05369165,0.10942337,small integral membrane protein 4
LOC105192555,-0.4390622,7.24971935,0.05369995,0.10942337,interleukin enhancer-binding factor 2
LOC105185132,0.54579619,4.51784245,0.05373187,0.10945792,beclin 1-associated autophagy-related key regulator
LOC112589631,-3.1410417,-0.3694819,0.0537342,0.10945792,uncharacterized protein LOC112589631
LOC105185489,-0.455214,7.26329512,0.0538344,0.10964438,myc box-dependent-interacting protein 1
LOC105187309,-0.5394864,5.21311156,0.05384415,0.10964658,E3 ubiquitin-protein ligase FANCL isoform X1
LOC105181718,1.24937151,0.46183616,0.05386479,0.10967096,uncharacterized protein LOC105181718
LOC105185987,-0.5664703,5.65318674,0.0539294,0.10977777,RNA-binding protein pno1
LOC105191600,1.3036204,-0.6466081,0.0539346,0.10977777,"dynein light chain 4, axonemal isoform X1"
LOC105184624,-0.3953952,7.0055155,0.05399446,0.10988193,pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 isoform X2
LOC109503859,2.60989481,-1.6858773,0.05401627,0.10990864,uncharacterized protein LOC109503859
LOC105190554,-0.4112994,6.94587379,0.05422031,0.11030607,dentin sialophosphoprotein
LOC105183762,0.60512305,4.53358909,0.05426014,0.11036936,uncharacterized protein LOC105183762 isoform X2
LOC105189173,-0.4357972,5.93921298,0.05432349,0.11048047,zinc finger protein 70
LOC105187314,0.81370057,2.31326577,0.05437827,0.1105741,uncharacterized protein LOC105187314
LOC105182373,-0.7200097,3.52543158,0.05454696,0.11088248,uncharacterized protein LOC105182373
LOC105184376,-0.6847233,4.0449767,0.05454745,0.11088248,chitooligosaccharidolytic beta-N-acetylglucosaminidase
LOC105189351,0.87944118,2.55683945,0.0546679,0.11110948,uncharacterized protein LOC105189351
LOC105184837,0.6639262,3.76220209,0.05467804,0.11111223,uncharacterized protein LOC105184837
LOC105187843,-0.4331744,6.10209495,0.05469792,0.11111743,rac GTPase-activating protein 1 isoform X2
LOC105183783,2.07866311,-1.4830858,0.05469994,0.11111743,trimethylguanosine synthase
LOC105192352,-0.473114,7.32960301,0.05470694,0.11111743,profilin
LOC105181466,-0.4510689,6.05081769,0.05472568,0.11113766,thioredoxin domain-containing protein 15
LOC105189018,-0.4439312,9.2570007,0.05478508,0.11124044,glutathione S-transferase
LOC112589783,2.93758963,-1.5670246,0.0548769,0.111409,odorant receptor 4-like
LOC105188232,0.55078746,7.86262172,0.05489264,0.11142309,60S ribosomal protein L14
LOC105191567,0.46993505,5.93019381,0.05502537,0.11167458,peptidyl-prolyl cis-trans isomerase FKBP14
LOC105190887,0.42210698,6.6845879,0.05504809,0.11170278,protein abrupt isoform X2
LOC105187540,0.42673951,6.22857883,0.05509883,0.11178781,"probable medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
LOC105184139,0.90613703,2.02283162,0.05512048,0.11181381,testis-specific serine/threonine-protein kinase 3
LOC105186818,0.87886441,2.44311726,0.05514081,0.11182813,tyrosine-protein kinase Drl isoform X1
LOC105186144,0.5978895,4.9792403,0.05514521,0.11182813,dual specificity protein phosphatase 3
LOC105187182,-0.5742796,4.76507775,0.05525565,0.11203412,telomere length and silencing protein 1 homolog
LOC105188797,0.39448038,6.80424813,0.05530593,0.1121181,PP2C-like domain-containing protein CG9801
LOC105182800,-0.4644224,5.81030687,0.0553285,0.11214591,"methylmalonic aciduria and homocystinuria type D homolog, mitochondrial isoform X1"
LOC105181957,-0.6748643,3.82271399,0.05554182,0.11256026,biogenesis of lysosome-related organelles complex 1 subunit 1
LOC105182223,-0.4183106,7.73333961,0.05561637,0.11269329,ADP-ribosylation factor GTPase-activating protein 2 isoform X1
LOC105182394,-0.4259444,6.21666166,0.05568613,0.11281657,phosphatidylinositol glycan anchor biosynthesis class U protein
LOC105188402,1.41614172,-0.4852983,0.05578547,0.11299974,WD repeat-containing protein on Y chromosome
LOC105184774,1.74296155,-1.1140544,0.05581692,0.11302806,odorant receptor 46a
LOC105182015,-0.5077905,5.24264237,0.05581732,0.11302806,cytoplasmic tRNA 2-thiolation protein 2
LOC105181973,0.43364941,5.89317048,0.05593995,0.11325825,F-box/WD repeat-containing protein 9 isoform X1
LOC105189123,-0.4315298,7.94389313,0.05605507,0.11347317,ribonucleoside-diphosphate reductase large subunit
LOC109504163,1.46804157,-0.6383061,0.05614825,0.11364363,uncharacterized protein LOC109504163
LOC105189732,0.42642586,6.02048304,0.05616944,0.1136516,transmembrane protein 184C
LOC105185340,1.37501171,-0.2805286,0.05617015,0.1136516,uncharacterized protein LOC105185340
LOC105187689,1.0795514,3.85525827,0.05620179,0.11369744,Krueppel-like factor 6
LOC105184666,-0.4370824,8.66754287,0.0563936,0.11406723,plasminogen activator inhibitor 1 RNA-binding protein isoform X1
LOC105186140,0.8506812,2.11575217,0.05648403,0.11423189,histone H2A
LOC105182709,2.02632054,-1.0878874,0.05650498,0.11425599,uncharacterized protein LOC105182709 isoform X1
LOC105184930,-0.4668036,5.72310235,0.0566212,0.1144727,FGFR1 oncogene partner 2 homolog isoform X1
LOC105185532,-0.5115084,7.88059918,0.05668045,0.11457418,lymphoid-specific helicase
LOC105182323,-0.7160327,3.0080708,0.05671751,0.11463079,uncharacterized protein LOC105182323 isoform X2
LOC105191323,0.96928994,0.59337194,0.05681234,0.11480412,myosin-4
LOC105185423,0.81276367,1.822477,0.05702284,0.11521108,uncharacterized protein LOC105185423 isoform X1
LOC105185235,1.49633759,0.76020555,0.05712535,0.11539977,neuronal acetylcholine receptor subunit alpha-4
LOC105184809,-0.4269174,8.31425295,0.05713505,0.11540094,RRP12-like protein
LOC105185549,0.83427537,1.44365475,0.05714889,0.11541047,uncharacterized protein LOC105185549
LOC105192198,0.43360251,8.21045972,0.05719296,0.11548104,interferon-inducible double-stranded RNA-dependent protein kinase activator A homolog isoform X5
LOC105181861,0.43463341,7.13407031,0.05731567,0.11571035,ER degradation-enhancing alpha-mannosidase-like protein 3 isoform X2
LOC105188157,-0.4092032,7.04592735,0.05738822,0.11583834,exportin-2
LOC112589045,2.36874164,-0.9031573,0.05741736,0.11587867,fatty acyl-CoA reductase 1-like
LOC112588256,0.73430348,1.85633059,0.05743181,0.11588935,uncharacterized protein LOC112588256
LOC105188023,-1.1509963,1.03012354,0.05747344,0.11595485,mediator of RNA polymerase II transcription subunit 15-like isoform X2
LOC112590122,1.7083381,-0.6475316,0.05754339,0.11607748,uncharacterized protein LOC112590122
LOC105181054,-0.4615953,8.24399392,0.05759806,0.11616924,cyclin-dependent kinase G-2 isoform X2
Importin-4,0.4155288,7.75760129,0.05761337,0.11617585,importin-4
LOC105191998,0.52964537,7.22369908,0.0576197,0.11617585,uncharacterized protein LOC105191998
LOC105191135,0.57060358,4.40154147,0.05763517,0.11618854,N-acetyltransferase 9-like protein
LOC112590589,2.0765071,-1.2464601,0.05768771,0.11626154,uncharacterized protein LOC112590589
LOC105188991,0.42481841,7.33458358,0.05768976,0.11626154,transcriptional repressor CTCFL isoform X1
LOC105182121,0.58291709,4.18527705,0.05771172,0.11627129,UDP-glucose 4-epimerase isoform X1
LOC105189879,0.44494445,7.52225702,0.05771297,0.11627129,splicing factor U2AF 50 kDa subunit isoform X1
LOC105187268,0.98233679,0.5965587,0.05773962,0.11629294,intraflagellar transport protein 81 homolog isoform X1
LOC109504653,1.04861835,0.16504646,0.05774986,0.11629294,uncharacterized protein LOC109504653
LOC112590276,0.89870305,3.25049687,0.05775129,0.11629294,furin-like
LOC105183981,-0.4207758,5.9153047,0.05783708,0.11643558,"NAD kinase 2, mitochondrial"
LOC105189571,0.62586638,4.4662494,0.05784564,0.11643558,group XIIA secretory phospholipase A2
LOC105185527,-0.420196,7.51771226,0.05784973,0.11643558,mediator of RNA polymerase II transcription subunit 14 isoform X2
LOC105192179,0.49160439,5.67557006,0.05791849,0.11655544,uncharacterized protein LOC105192179
LOC105183788,0.88075852,1.65286625,0.05792979,0.11655963,uncharacterized protein LOC105183788
LOC105182193,-0.4354991,6.22961521,0.05805795,0.11679893,transmembrane emp24 domain-containing protein 2
LOC105182893,1.41565743,-0.3668536,0.05808788,0.11684057,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1
LOC105183772,-1.0558711,0.90899983,0.0581113,0.1168691,uncharacterized protein LOC105183772
LOC105182269,-0.4662651,7.4985616,0.05828537,0.11720055,uncharacterized protein LOC105182269 isoform X1
LOC105186342,0.40642463,6.75390353,0.05834469,0.1173012,GPI transamidase component PIG-T
LOC105181433,-0.4965546,5.26539171,0.05837884,0.11735121,proline-rich protein PRCC
LOC105190081,-1.2262614,0.61555932,0.05843427,0.11744397,uncharacterized protein LOC105190081
LOC105191006,-0.4590595,6.4039894,0.05846866,0.11749443,NADH dehydrogenase
LOC105186915,0.40856594,7.06607916,0.05853907,0.11761445,uncharacterized protein LOC105186915 isoform X2
LOC105189312,0.42703861,5.96623676,0.05854884,0.11761445,uncharacterized protein LOC105189312 isoform X1
LOC105190364,0.75577492,6.7905561,0.05855627,0.11761445,matrix metalloproteinase-14 isoform X2
LOC105191247,1.81874418,-1.360213,0.05859595,0.11767546,short-chain dehydrogenase/reductase family 16C member 6
LOC105185334,-0.6437815,3.76896422,0.05864093,0.11774712,uncharacterized protein LOC105185334
LOC105187075,0.71422936,3.46297867,0.05866937,0.11778553,uncharacterized protein LOC105187075
LOC112588581,-0.7632334,3.42049909,0.05868467,0.11779755,uncharacterized protein LOC112588581 isoform X2
LOC105182863,-0.58413,4.11337547,0.05872963,0.11786911,uncharacterized protein LOC105182863
LOC112588177,3.0503832,-1.8150188,0.05876027,0.11791191,odorant receptor 33a-like isoform X1
LOC105184657,0.80020382,2.12474861,0.05880561,0.11796936,uncharacterized protein LOC105184657 isoform X2
LOC105188957,-0.5635595,4.20214573,0.05880755,0.11796936,retinol-binding protein pinta isoform X1
LOC105187279,0.57561377,5.29591715,0.05882343,0.11798251,nucleoside diphosphate kinase 7
LOC112590510,-4.5265542,-1.1920466,0.05892386,0.11816522,uncharacterized protein LOC112590510 isoform X2
LOC105188505,1.78206288,-0.8372859,0.05894688,0.11819265,trace amine-associated receptor 4
LOC105182642,0.79506974,2.68797591,0.05899987,0.11828015,centriolin
LOC105185822,-0.4294462,8.77732364,0.05908555,0.11842284,PAX-interacting protein 1
LOC105184196,1.09740246,1.67610098,0.05909543,0.11842284,neuroparsin-A
LOC105185780,-0.6503748,3.99692955,0.05909912,0.11842284,transport and Golgi organization 2 homolog isoform X1
LOC105183597,0.94828012,2.0139382,0.05917379,0.11853654,mucin-5AC
LOC105187545,0.4317584,6.09156383,0.05917459,0.11853654,inositol polyphosphate 5-phosphatase OCRL-1 isoform X1
LOC105188307,1.25706733,0.34204479,0.059225,0.11861873,odorant receptor 49a-like
LOC105192635,0.46710453,7.43753348,0.05929732,0.11873493,protein phosphatase 1 regulatory subunit 12A isoform X2
LOC105185716,0.45820864,9.63046316,0.05930179,0.11873493,ATP-dependent RNA helicase vasa
LOC105188802,-0.8722257,8.80560396,0.05932437,0.11876136,protein bicaudal C isoform X1
LOC105190166,-0.6354339,3.63112034,0.0593909,0.11885688,histone H4
LOC105191164,0.62442528,5.14123243,0.05939548,0.11885688,uncharacterized protein DDB_G0283697
LOC105185262,-0.431695,6.60088241,0.05940026,0.11885688,interference hedgehog isoform X1
LOC105185015,-0.4348556,6.57495953,0.0595025,0.11904262,HEAT repeat-containing protein 6
LOC105189231,0.51696246,8.11593641,0.05962484,0.11926853,pancreatic lipase-related protein 2
LOC105189867,1.10612028,0.53841288,0.05971586,0.11943172,sodium/potassium/calcium exchanger 4
LOC105180884,0.49838166,7.45027017,0.05972598,0.11943308,DDB1- and CUL4-associated factor 5
LOC105184065,1.17365881,0.04618212,0.05986035,0.11968286,uncharacterized protein LOC105184065
LOC105185778,-1.5024357,-0.2697219,0.05988892,0.11972107,uncharacterized protein LOC105185778
LOC105180528,0.41032608,7.30599281,0.05998692,0.11989804,WD repeat-containing protein 20
LOC105181519,-0.5034042,5.48762543,0.06004506,0.1199953,uncharacterized protein LOC105181519
LOC105183425,-0.4123681,6.02190199,0.06011003,0.12010616,set1/Ash2 histone methyltransferase complex subunit ASH2
LOC105185713,0.98552531,0.55061035,0.06012601,0.12011912,green-sensitive opsin
LOC105186297,0.49348593,8.84905882,0.06018542,0.12021883,testis-specific gene A8 protein isoform X1
LOC105185138,-0.4117456,7.76031431,0.06021292,0.12025477,GRAM domain-containing protein 1B isoform X3
LOC105187093,-0.5203956,4.9192508,0.06024616,0.12030218,NEDD8-conjugating enzyme UBE2F
LOC105188140,0.53602946,6.22846971,0.06028662,0.12036397,transcription initiation factor TFIID subunit 1
LOC105183621,-0.4259356,7.44720782,0.06036666,0.12050476,translocation protein SEC62
LOC105186200,1.74258892,-1.3001337,0.0603954,0.12054313,uncharacterized protein LOC105186200
LOC105184552,0.57495573,7.91935315,0.06040625,0.12054576,60S ribosomal protein L35a
LOC105191282,0.53595618,6.34257582,0.06045867,0.12063135,uncharacterized protein LOC105191282
LOC105184455,0.66183105,3.80787086,0.06059247,0.12087925,uncharacterized protein LOC105184455 isoform X2
LOC105185711,-0.380302,6.82092775,0.06068585,0.12104645,proteasome subunit alpha type-3
LOC105185658,0.70390201,4.36432876,0.06073829,0.12113196,4-coumarate--CoA ligase 2
LOC105190128,0.53642391,4.66192406,0.06076949,0.12115711,transmembrane protein 47 isoform X2
LOC105189719,2.93317868,-1.5827038,0.06077005,0.12115711,uncharacterized protein LOC105189719
LOC105184437,0.54801455,8.31611881,0.0608038,0.1212053,60S ribosomal protein L10a
LOC105181615,-0.396435,6.31090774,0.06093058,0.12143889,serine/threonine-protein kinase greatwall
LOC105188708,1.06976032,0.31875292,0.06098793,0.12153406,proclotting enzyme isoform X1
LOC112590038,3.23791585,-1.228346,0.06103591,0.12160929,protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like isoform X1
LOC105192223,-0.5424872,5.01702467,0.0610449,0.12160929,"probable 28S ribosomal protein S6, mitochondrial"
LOC105187098,-0.374402,6.77987887,0.06109554,0.121691,periodic tryptophan protein 2 homolog isoform X2
LOC112590438,3.03846324,-1.5145401,0.06124812,0.12196272,uncharacterized protein LOC112590438
LOC109503867,4.55102472,-1.7997858,0.06125123,0.12196272,odorant receptor 4-like
LOC105191286,-1.107694,0.93353768,0.06130132,0.12204325,uncharacterized protein LOC105191286
LOC105184759,0.42318839,9.64887313,0.06132201,0.1220627,E3 ubiquitin-protein ligase hyd isoform X2
LOC105182284,1.71974494,-1.2825851,0.06133038,0.1220627,uncharacterized protein LOC105182284
LOC105183892,-0.4120722,7.00929959,0.06143621,0.12225409,WW domain-containing oxidoreductase
LOC105190057,0.43216112,6.46803207,0.06151501,0.12239166,zinc transporter 2 isoform X1
LOC105184113,4.25684911,-1.8861185,0.06166982,0.12268038,uncharacterized protein LOC105184113
LOC112588491,4.25700863,-1.8861185,0.0616953,0.12269765,uncharacterized protein LOC112588491
LOC105182329,-0.6368789,9.94955474,0.0616979,0.12269765,uncharacterized protein LOC105182329 isoform X1
LOC105180672,-1.5672216,2.70453009,0.0617802,0.12284203,fatty acid synthase
LOC105187630,0.78783222,2.46952037,0.06183067,0.12292306,"alpha-aminoadipic semialdehyde synthase, mitochondrial"
LOC105183931,0.51193912,5.24701556,0.06184946,0.1229411,ras-related GTP-binding protein D isoform X1
LOC105185888,-0.457329,5.54294285,0.06193882,0.12309938,ADP-ribosylation factor-like protein 13B
LOC105182145,1.35564482,-0.5897623,0.06200046,0.12320255,centrosomal protein of 131 kDa isoform X1
LOC105186517,-0.4841226,5.22702337,0.06203611,0.12325402,"transmembrane protein 11 homolog, mitochondrial isoform X2"
LOC105180835,0.41335307,6.59460382,0.06205582,0.12327383,putative tyrosine-protein kinase Wsck isoform X2
LOC105189284,0.39827928,6.7510094,0.0622143,0.12355922,run domain Beclin-1-interacting and cysteine-rich domain-containing protein
LOC105189821,-0.4234226,6.69981358,0.06221901,0.12355922,cyclin-dependent kinase 7
LOC105183106,-0.4510395,5.62198999,0.0622622,0.12362559,bifunctional coenzyme A synthase
LOC105180686,0.56604626,4.64814253,0.06230444,0.12369006,major facilitator superfamily domain-containing protein 8
LOC105190044,0.42280368,9.38785306,0.06236444,0.12378974,homeotic protein female sterile isoform X6
LOC105190383,-0.4451952,5.95046389,0.06239254,0.12382609,probable 18S rRNA (guanine-N(7))-methyltransferase
LOC105185445,0.42293691,7.22181501,0.06241617,0.12385356,histone-lysine N-methyltransferase EHMT2 isoform X1
LOC105192124,0.60351863,3.63679234,0.06244925,0.12389741,ras-like protein 1
LOC105191320,-0.6021587,4.1964482,0.0624628,0.12389741,protein UXT homolog
LOC105182528,0.44438838,7.0019224,0.06246764,0.12389741,DNA polymerase V isoform X1
LOC112589559,-4.434188,-1.2374851,0.06258974,0.12412013,glutamyl aminopeptidase-like
LOC105190791,0.40970905,7.41272108,0.06260683,0.12413456,vacuolar protein sorting-associated protein 8 homolog isoform X1
LOC105185565,-0.4243118,6.0803806,0.06268949,0.124279,protein MCM10 homolog isoform X1
LOC105192375,0.6330626,4.04515025,0.0627825,0.12444389,uncharacterized protein LOC105192375
LOC105182600,-1.3202243,2.9161532,0.06288784,0.12463315,uncharacterized protein LOC105182600 isoform X1
LOC105183592,0.36872402,6.87063261,0.06290193,0.12464157,ubiquitin-conjugating enzyme E2 Q2 isoform X1
LOC105192188,0.86066782,2.27361035,0.06295491,0.124727,5-formyltetrahydrofolate cyclo-ligase
LOC112590434,2.34648344,-1.485264,0.06299213,0.12478123,uncharacterized protein LOC112590434
LOC105188155,-0.4858066,6.58523061,0.0630295,0.12483047,"rRNA methyltransferase 3, mitochondrial"
LOC105192166,-0.5773717,4.0903822,0.06303672,0.12483047,NADH dehydrogenase
LOC105190596,-0.5094693,6.53798291,0.06306034,0.1248577,chaoptin isoform X1
LOC105184542,-0.4834513,5.11901799,0.06312609,0.12496833,uncharacterized protein LOC105184542
LOC105184988,-0.3996955,7.0156648,0.06319154,0.12507834,vacuolar protein sorting-associated protein 53 homolog
LOC105188386,0.48279796,5.59066182,0.0632936,0.12526075,MICOS complex subunit MIC27
LOC105189851,0.57925121,4.97840399,0.06332909,0.12531139,"ATP-binding cassette sub-family B member 8, mitochondrial"
LOC105182120,-0.6018287,3.72934528,0.06342415,0.12547987,high mobility group B protein 6
LOC105180580,-0.4031459,7.32011178,0.06356355,0.12571671,kynurenine--oxoglutarate transaminase 3 isoform X1
LOC105181113,-0.6200662,4.09451085,0.06356374,0.12571671,"probable 28S ribosomal protein S25, mitochondrial"
LOC112588667,1.64219995,-1.0184264,0.0636268,0.12582178,uncharacterized protein LOC112588667
LOC105181259,1.16313492,7.26487114,0.06371229,0.12597114,uncharacterized protein LOC105181259
LOC105187549,0.63997214,4.87873548,0.06374578,0.12601076,"probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial"
LOC105190963,-0.4153116,7.89248089,0.06375224,0.12601076,WD and tetratricopeptide repeats protein 1
LOC112590339,0.57188687,5.80650723,0.0637835,0.12605285,uncharacterized protein LOC112590339 isoform X2
LOC112589094,-2.2944354,-0.9948722,0.06380977,0.12608507,uncharacterized protein LOC112589094
LOC112588652,1.08800125,0.38941841,0.06403188,0.1265042,uncharacterized protein LOC112588652
LOC112589970,-4.4838366,-1.2200921,0.06416241,0.12672296,zinc finger protein 671-like
LOC105184282,1.55325953,-0.7421022,0.06417204,0.12672296,uncharacterized protein LOC105184282 isoform X1
LOC105190952,1.56759464,-1.1195703,0.06417265,0.12672296,limulus clotting factor C-like
LOC105184189,0.45357321,6.49200715,0.06422276,0.12680204,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial"
LOC105185807,-0.4482444,5.91382344,0.06423274,0.12680204,cytochrome c oxidase assembly protein COX15 homolog isoform X1
LOC105180843,-0.5746645,4.63739222,0.06424543,0.1268073,LARGE xylosyl- and glucuronyltransferase 1 isoform X2
LOC105192521,0.51802578,5.4933439,0.06428803,0.12686562,ankyrin repeat domain-containing protein 40
LOC105187875,1.68745747,-1.3150813,0.0643026,0.12686562,uncharacterized protein LOC105187875 isoform X1
LOC105182761,2.31548165,-0.8574123,0.06431465,0.12686562,BTB/POZ domain-containing protein KCTD16
LOC105189790,0.50625534,5.06273754,0.06431508,0.12686562,uncharacterized protein LOC105189790
LOC105190736,-0.4075926,7.06592452,0.06442935,0.12707122,"arginine--tRNA ligase, cytoplasmic"
LOC105191080,0.45629709,8.05075177,0.06445738,0.1271067,uncharacterized protein LOC105191080 isoform X1
LOC105183680,4.29975633,-1.8850534,0.0644979,0.12716679,early growth response protein 1-like
LOC105180921,1.33393167,-0.3281776,0.06452525,0.1272009,uncharacterized protein LOC105180921
LOC105181495,0.48174344,8.73984958,0.06455367,0.12723709,nuclear pore complex protein DDB_G0274915
LOC105185515,0.61843428,3.56207032,0.06466984,0.12744622,eukaryotic translation initiation factor 4B
LOC112589900,1.92825271,-1.2962348,0.06468725,0.12746067,uncharacterized protein LOC112589900
LOC105189736,0.83105471,1.75395292,0.06487365,0.12780807,defective pharyngeal development protein 4
LOC105190632,-0.9632104,3.69942877,0.06491211,0.1278448,lysosomal acid phosphatase
LOC105185949,-0.409515,6.46982808,0.06491251,0.1278448,85/88 kDa calcium-independent phospholipase A2
LOC105186551,0.46494968,5.41214024,0.06493956,0.12786021,CCR4-NOT transcription complex subunit 11 isoform X1
LOC105182474,-1.2765272,4.06186155,0.06494054,0.12786021,homeobox protein Nkx-2.5
LOC105184597,0.42153223,6.26762918,0.0649847,0.12792726,trafficking protein particle complex subunit 11 isoform X1
LOC105180936,1.3964524,0.82128152,0.06511384,0.12816154,uncharacterized protein LOC105180936 isoform X2
LOC105191064,0.46071849,5.47445538,0.06518557,0.12828276,uncharacterized protein LOC105191064
LOC109504567,1.34228257,-0.0931395,0.06533953,0.12856575,uncharacterized protein LOC109504567
LOC105187123,0.94385778,3.69222161,0.06535323,0.12857272,thrombospondin type-1 domain-containing protein 4 isoform X1
LOC105181701,0.51783197,4.74709241,0.06537471,0.128595,RUN and FYVE domain-containing protein 2 isoform X2
LOC112588350,-1.7281984,-0.8043659,0.06540428,0.12863316,probable transcription-associated protein 1 isoform X1
LOC112588033,-0.4691904,5.29438395,0.06542057,0.12863652,polycomb group RING finger protein 3
LOC112590217,1.00766679,0.39426608,0.06542632,0.12863652,zinc finger BED domain-containing protein 6-like
LOC105190939,0.64564266,4.71890989,0.06553182,0.12882393,baculoviral IAP repeat-containing protein 5
LOC105188577,0.40073238,6.10698076,0.06555442,0.12884834,F-box/LRR-repeat protein 4
LOC109503578,0.4221558,6.99198869,0.06561397,0.12894535,"NADPH:adrenodoxin oxidoreductase, mitochondrial isoform X4"
LOC105181856,0.58041051,4.15769315,0.06564741,0.12899104,post-GPI attachment to proteins factor 2-like isoform X1
LOC105183799,-0.6538789,3.30021926,0.06570561,0.12908536,charged multivesicular body protein 5
LOC105190801,0.42068524,5.74682143,0.06572045,0.12909447,zinc finger protein interacting with ribonucleoprotein K-like isoform X1
LOC105185421,0.38533949,6.8032896,0.06574431,0.1291213,annexin B9 isoform X1
LOC112590580,2.06728453,-0.8191554,0.06575588,0.12912397,fatty acid synthase-like
LOC105184432,0.61713996,4.04367359,0.06577461,0.12914072,T-complex protein 1 subunit eta isoform X2
LOC105184637,0.38747963,6.8489217,0.0658049,0.12918015,uncharacterized protein LOC105184637 isoform X1
LOC105181513,-1.2331492,0.4524194,0.06586961,0.12928712,uncharacterized protein LOC105181513
LOC105189427,0.5667371,5.80255709,0.06591337,0.12935294,uncharacterized protein LOC105189427
LOC105192634,-0.5280823,5.10075321,0.06594137,0.12938782,"glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial"
LOC105182300,0.38636245,7.07103674,0.06605394,0.12958861,importin subunit alpha-7
LOC105187995,1.6156838,-0.4473586,0.06607611,0.129612,LOW QUALITY PROTEIN: protein I\\'m not dead yet-like
LOC105185621,-0.4169206,5.91710768,0.06609165,0.1296224,DDB1- and CUL4-associated factor 7
LOC105190321,0.44098924,8.47336836,0.06618844,0.12979211,SAFB-like transcription modulator
LOC105186236,0.62890938,5.50862801,0.06620409,0.12980269,ATP-dependent RNA helicase DDX24
LOC105182127,-0.4088941,6.33689411,0.06622489,0.12982335,protein phosphatase PTC7 homolog
LOC105185210,1.37079724,-0.5722261,0.06631659,0.12998297,glutamate receptor 1-like
LOC105188164,-0.4652234,7.59656372,0.06639112,0.13010891,60S ribosomal protein L5
LOC105182810,0.41354876,6.60585001,0.06641476,0.13013507,Fanconi anemia group M protein
LOC105184445,0.42543319,8.38641483,0.06647558,0.1302341,histone H3.3
LOC105185755,0.5494603,7.7830863,0.06669709,0.13064783,activating signal cointegrator 1 isoform X1
LOC105185140,-0.4866741,5.38990991,0.06675384,0.13073876,general transcription factor IIF subunit 2 isoform X2
LOC105192192,-0.5964759,4.0561029,0.06681811,0.13084437,vacuolar protein sorting-associated protein 29
LOC105189715,-0.5705375,4.68385798,0.06688207,0.13094936,"cytochrome b-c1 complex subunit 6, mitochondrial"
LOC112589537,-1.1624638,1.57509424,0.06692322,0.13099912,glutamyl aminopeptidase-like
LOC105185179,-0.9746516,2.84626165,0.06692819,0.13099912,solute carrier family 41 member 3
LOC105180606,0.53964372,4.7470778,0.06697964,0.13107954,transmembrane channel-like protein 5 isoform X1
