genes,logFC,logCPM,PValue,FDR,Annotation
LOC112588457,2.723859044,-1.461475405,0.037922747,0.084678743,calphotin-like
LOC112589724,0.689192047,3.907753493,0.037942058,0.084699052,uncharacterized protein LOC112589724
LOC105181614,-0.631516886,4.360406244,0.037945229,0.084699052,proclotting enzyme
LOC105190369,0.556569314,5.574938937,0.037972424,0.084744807,chromosome transmission fidelity protein 18 homolog isoform X1
LOC105182083,1.496635429,-0.002220934,0.037996927,0.084784538,LOW QUALITY PROTEIN: fatty acid synthase-like
LOC105187798,0.632550891,6.049088956,0.038090688,0.084978767,uncharacterized protein LOC105187798
LOC112590655,1.182026821,0.810897284,0.03812741,0.085045699,uncharacterized protein LOC112590655 isoform X2
LOC105186849,-0.67891093,4.530212117,0.038153685,0.085089307,diamine acetyltransferase 2
LOC105190987,-0.46745705,6.500845756,0.038160637,0.085089816,"elongation factor Ts, mitochondrial"
LOC105188384,0.545460691,6.042224222,0.038205503,0.085174848,long-chain fatty acid transport protein 4 isoform X1
LOC105183074,0.612739465,7.634609973,0.038232134,0.085219205,spastin isoform X1
LOC105183234,-0.503899241,5.819273998,0.03826019,0.085266722,uncharacterized protein LOC105183234
LOC105188391,-0.639331079,5.266637846,0.038271331,0.085271373,uncharacterized protein LOC105188391
LOC105189734,-0.46592089,6.616570182,0.038275755,0.085271373,uncharacterized protein C6orf106 homolog
LOC105188515,0.74589157,3.051792827,0.038363391,0.085451567,glycosyltransferase 25 family member
LOC105180769,0.710896474,4.375666698,0.038404668,0.085523382,probable G-protein coupled receptor Mth-like 5
LOC105189916,0.498072504,7.60966009,0.03840915,0.085523382,serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
LOC105187392,0.717684302,4.11864284,0.038464685,0.085631971,trafficking protein particle complex subunit 4
LOC105186751,-0.48106212,6.020070324,0.038525359,0.085751961,ADP-ribosylation factor-like protein 6-interacting protein 1
LOC105181810,0.53501275,5.623570627,0.038602713,0.085909028,transmembrane protein 161B
LOC112588113,1.437876658,-0.085821553,0.038612109,0.085914829,probable serine/threonine-protein kinase mps1
LOC105183184,2.024524249,-0.746132106,0.038636058,0.085953003,uncharacterized protein LOC105183184
LOC105191183,-0.46597556,6.754272599,0.038672469,0.086018884,NADH dehydrogenase
LOC105191511,0.554528985,7.408359799,0.038711758,0.08609114,eukaryotic translation initiation factor 3 subunit E isoform X1
LOC105183685,0.726055513,3.342793433,0.0387246,0.086104567,uncharacterized protein LOC105183685 isoform X1
LOC105188029,-0.501763871,7.517465092,0.038738953,0.086121347,CCAAT/enhancer-binding protein zeta
LOC105186195,0.490041835,7.646851714,0.038749308,0.086129237,heterogeneous nuclear ribonucleoprotein 27C isoform X5
LOC105191531,0.54939072,5.724198284,0.038868624,0.086379272,retinol dehydrogenase 11
LOC105184859,1.346100851,-0.003875618,0.038956135,0.086558548,synaptic vesicular amine transporter
LOC105185679,1.230720111,0.475080409,0.039122604,0.086913174,uncharacterized protein LOC105185679
LOC112590246,1.922386405,-1.290132288,0.039210692,0.087093576,uncharacterized protein LOC112590246
LOC105192102,-0.570075283,7.035416068,0.03925417,0.087174845,UV radiation resistance associated protein
LOC105182500,0.476547565,5.981121915,0.039290732,0.087240731,uncharacterized protein LOC105182500
LOC105188616,-0.690079863,5.19588207,0.039299764,0.087245477,ATP-binding cassette sub-family G member 1 isoform X1
LOC105192246,1.963063418,-1.339543231,0.039333868,0.08730587,uncharacterized protein LOC105192246
LOC105181954,-0.533627574,6.331530509,0.039386395,0.087407129,peroxisomal targeting signal 1 receptor
LOC105186716,-0.483395821,6.416614099,0.039396368,0.08741393,ancient ubiquitous protein 1
LOC105187434,0.494873766,6.285070847,0.039514944,0.087661658,H(+)/Cl(-) exchange transporter 5 isoform X1
LOC105192089,-0.537811173,5.550465343,0.039600947,0.087837052,vacuolar protein-sorting-associated protein 36
LOC105191955,0.530341322,6.21107423,0.03961773,0.087858878,"alanine--tRNA ligase, mitochondrial isoform X1"
LOC112588610,3.12605154,-1.280868309,0.039632309,0.087875809,uncharacterized protein LOC112588610
LOC105181319,-0.794706322,4.298105568,0.039655791,0.08791247,putative fatty acyl-CoA reductase CG5065 isoform X2
LOC105189663,-0.485731251,6.204632049,0.039722743,0.088037081,EP300-interacting inhibitor of differentiation 3 isoform X1
LOC105186756,-0.444464067,6.734809553,0.039726015,0.088037081,ribosome biogenesis protein WDR12 homolog isoform X2
LOC105189624,1.933643675,-0.586793302,0.039732873,0.088037081,mitochondrial sodium/calcium exchanger protein
LOC105181427,-0.475930318,6.652421785,0.039808326,0.088188824,protein maelstrom homolog isoform X1
LOC105184648,-0.494803966,6.351351364,0.03981759,0.088193906,FAST kinase domain-containing protein 4
LOC105191610,1.630682473,-0.485778291,0.039885018,0.088327794,uncharacterized protein LOC105191610
LOC105186670,1.248104303,0.60537846,0.039894428,0.088333175,testis-specific serine/threonine-protein kinase 1
LOC105190554,-0.478558779,6.91693463,0.039939686,0.088417912,dentin sialophosphoprotein
LOC105185444,0.498914483,6.284206627,0.039959039,0.088445283,dual specificity mitogen-activated protein kinase kinase hemipterous isoform X1
LOC105189902,2.156239897,-1.227370064,0.040032932,0.08859334,ITG-like peptide isoform X1
LOC105186777,-0.938239625,4.268871033,0.040056756,0.088630564,uncharacterized protein LOC105186777 isoform X1
LOC105185582,0.827282105,2.020585783,0.040064329,0.088631823,BAI1-associated protein 3 isoform X2
LOC105182062,-0.580034459,5.393269938,0.040112653,0.088723214,small ubiquitin-related modifier
LOC105188140,0.495197923,6.204830216,0.040129968,0.088737202,transcription initiation factor TFIID subunit 1
LOC105182273,1.734771695,-0.838164651,0.040133002,0.088737202,small lysine-rich protein 1
LOC105189816,0.493109059,6.696984414,0.04019624,0.0888615,Bloom syndrome protein homolog
LOC105191198,0.531529869,8.231034805,0.040218516,0.088895213,nuclear pore complex protein DDB_G0274915
LOC105188142,0.54544546,5.118809583,0.040240841,0.088928434,bifunctional 3\\'-phosphoadenosine 5\\'-phosphosulfate synthase isoform X1
LOC105192548,1.113552985,2.070996073,0.040247601,0.088928434,trypsin delta/gamma-like protein CG30031
LOC105191886,-0.801006286,2.994449244,0.040259598,0.088939413,ankyrin repeat domain-containing protein 16 isoform X2
LOC105191460,-1.379579277,0.794114096,0.040302776,0.089019258,MYCBP-associated protein
LOC105181791,-0.501231897,7.196867746,0.040337165,0.089065632,docking protein 1 isoform X1
LOC105188804,-0.555483203,7.419172145,0.040337849,0.089065632,protein kintoun
LOC105183506,-0.637347243,4.929368725,0.040401112,0.089178575,cell cycle checkpoint protein RAD1
LOC105185427,-0.476633661,6.695634038,0.040403096,0.089178575,protein-L-isoaspartate O-methyltransferase domain-containing protein 1
LOC105181819,0.532208741,6.447799056,0.04042309,0.089193371,"beta-1,4-glucuronyltransferase 1"
LOC105186791,-0.600221323,7.976351211,0.040428146,0.089193371,dentin sialophosphoprotein
LOC105186119,0.505589893,7.460913589,0.040430945,0.089193371,phosphatidylinositol 5-phosphate 4-kinase type-2 alpha isoform X1
LOC105188892,2.853613449,-0.866122388,0.040456353,0.089233867,putative uncharacterized protein FLJ37770
LOC105184897,1.926603169,-0.585847702,0.040470089,0.089242622,uncharacterized protein LOC105184897
LOC105190122,2.00316894,-1.420815805,0.040474428,0.089242622,homeobox protein Nkx-2.2a isoform X2
LOC105190345,0.519485715,6.847327446,0.040539246,0.089356538,ceramide synthase 6
LOC105180621,1.520405833,3.504194788,0.040540216,0.089356538,endothelin-converting enzyme homolog
LOC105189474,-0.879678725,1.547518298,0.040576401,0.089417956,NPC intracellular cholesterol transporter 2
LOC105184436,0.51814769,5.876558454,0.040582213,0.089417956,60S ribosomal protein L13
LOC105181930,-0.807406327,4.186951422,0.040595119,0.089430821,NADH dehydrogenase
LOC105185890,0.559190215,6.925910618,0.04060813,0.089443913,40S ribosomal protein S9
LOC105188428,-0.49145133,6.553548411,0.040615549,0.089444684,"39S ribosomal protein L43, mitochondrial"
LOC105181365,-0.519138375,6.433473653,0.0406758,0.089547189,"3\\'(2\\'),5\\'-bisphosphate nucleotidase 1"
LOC105188294,0.644966054,5.081859541,0.040676248,0.089547189,transcription factor Adf-1-like isoform X2
LOC112589353,2.487445288,-1.450849137,0.04078355,0.089766448,uncharacterized protein LOC112589353
LOC105185797,0.967811586,1.671965457,0.040790033,0.089766448,angiopoietin-2 isoform X1
LOC105187532,0.544259984,7.328947731,0.040839502,0.089859686,macoilin-1 isoform X1
LOC105192687,0.811268637,3.745247254,0.040933398,0.090050629,estradiol 17-beta-dehydrogenase 8
LOC105185928,-0.599003868,4.755732959,0.041033252,0.090254609,uncharacterized protein LOC105185928 isoform X1
LOC105184821,-0.526061341,5.886696365,0.041096631,0.090357394,"39S ribosomal protein L51, mitochondrial"
LOC109504491,1.885271787,-1.094782346,0.041098008,0.090357394,uncharacterized protein LOC109504491
LOC112589243,1.946580108,-1.30062704,0.041101403,0.090357394,uncharacterized protein LOC112589243
LOC105190225,0.590520809,4.922406251,0.041117641,0.09037739,prolyl 3-hydroxylase 2 isoform X1
LOC105181255,1.647857806,-0.416668435,0.041137274,0.090404839,uncharacterized transcriptional regulatory protein TBS1-like
LOC105187857,-0.510321213,7.548745583,0.041163512,0.090446794,pre-mRNA-splicing factor CWC25 homolog
LOC105182040,0.551325991,6.845655037,0.041171245,0.090448079,uncharacterized protein LOC105182040 isoform X1
LOC109503661,1.134031514,9.987626645,0.041184632,0.090461783,"glutenin, high molecular weight subunit PW212-like"
LOC105180671,-0.588603381,7.27488586,0.041270014,0.090632695,NAD-dependent protein deacetylase Sirt6
LOC105187229,-0.643321957,4.406060399,0.041276768,0.090632695,transcription elongation factor 1 homolog
LOC105188963,-0.785412215,2.786331024,0.041296614,0.09066054,myosuppressin
LOC105181701,0.583963166,4.786203376,0.041348366,0.090758409,RUN and FYVE domain-containing protein 2 isoform X2
LOC105182012,-1.585655471,0.334373887,0.041438214,0.090939847,hydrocephalus-inducing protein homolog
LOC109504567,1.716104842,0.164691408,0.041482422,0.09102108,uncharacterized protein LOC109504567
LOC105188051,-0.579427223,5.582534885,0.041512146,0.09107051,putative deoxyribonuclease TATDN1
LOC105182635,-0.519652056,7.31270714,0.041537025,0.091109293,protein FAM114A2
LOC105189374,3.118746929,-1.487578789,0.041551081,0.09112433,prisilkin-39
LOC105186558,-0.478797477,6.864354693,0.041588424,0.09119042,ectonucleoside triphosphate diphosphohydrolase 5 isoform X1
LOC105187422,-0.615237624,7.500600467,0.041648172,0.091305608,adenylosuccinate synthetase isoform X1
LOC105183676,-0.581182405,5.009059187,0.041671977,0.09134197,syntaxin-8
LOC105185693,-0.521845141,7.933890505,0.041702783,0.091393664,RING finger protein 17 isoform X1
LOC105188008,2.281293877,-1.274951431,0.041780562,0.091548265,facilitated trehalose transporter Tret1-2 homolog
LOC105181645,-0.525855324,8.962497046,0.041826561,0.09163319,"ATP synthase subunit alpha, mitochondrial"
LOC105191762,-0.558672149,8.040149774,0.041973068,0.091916769,protein transport protein Sec61 subunit alpha
LOC105183586,-1.687492971,9.952467968,0.041973763,0.091916769,uncharacterized protein DDB_G0271670-like
LOC105184256,-1.185875491,11.71304846,0.041978238,0.091916769,probable isocitrate dehydrogenase
LOC105181856,0.650411524,4.199600802,0.041985058,0.091916769,post-GPI attachment to proteins factor 2-like isoform X1
LOC105188086,-0.577930479,5.034830123,0.042026768,0.091992168,solute carrier family 25 member 51
LOC112589811,4.315315393,-1.835507461,0.042051807,0.092003141,golgin subfamily A member 6-like protein 6
LOC109503869,4.315378607,-1.835507461,0.042062401,0.092003141,uncharacterized protein LOC109503869
LOC105185032,4.315405078,-1.835507461,0.042066839,0.092003141,leucine-rich repeat transmembrane protein FLRT1
LOC112589779,4.315406121,-1.835507461,0.042067014,0.092003141,uncharacterized protein LOC112589779 isoform X1
LOC112588832,4.315412809,-1.835507461,0.042068135,0.092003141,uncharacterized protein LOC112588832
LOC105191061,-0.64987565,4.432820728,0.042132873,0.092128801,RING-box protein 2
LOC105191344,0.681356162,4.277587508,0.042207019,0.092268952,transmembrane protein 43 homolog
LOC112589970,-4.517879125,-1.257247549,0.042211551,0.092268952,zinc finger protein 671-like
LOC105187334,-0.959120934,2.140131349,0.042226922,0.09228661,lipase 3
LOC109504126,3.330131966,-1.697706034,0.042312668,0.09244611,uncharacterized protein LOC109504126
LOC105189095,-1.479436457,2.304306179,0.042319458,0.09244611,uncharacterized protein LOC105189095 isoform X2
LOC112589778,3.330114776,-1.697706034,0.04232182,0.09244611,uncharacterized protein LOC112589778 isoform X2
LOC105184045,-0.498141781,6.241898007,0.04234922,0.092489995,ATPase ASNA1 homolog isoform X1
LOC105185224,0.579513751,5.839195758,0.042373331,0.092526684,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase"
LOC105182317,0.648770825,4.370460105,0.042509221,0.092807399,N-acetylneuraminate lyase
LOC105183969,-0.708947834,3.363043012,0.042525428,0.092821818,p53 and DNA damage-regulated protein 1 isoform X1
LOC105181655,-0.912511005,3.23697115,0.042537328,0.092821818,multiple coagulation factor deficiency protein 2 homolog
LOC105184724,0.492064201,6.353716213,0.042539804,0.092821818,band 4.1-like protein 5
LOC105191500,2.019035323,-1.438347491,0.042545167,0.092821818,putative odorant receptor 92a
LOC105188317,4.541334817,-1.764602576,0.042572815,0.092866126,odorant receptor 82a-like
LOC105189858,2.417964987,-1.160691645,0.042602695,0.092915288,forkhead box protein D3
LOC105184900,-1.715985585,3.844056173,0.042656564,0.093016743,uncharacterized protein LOC105184900 isoform X2
LOC105185151,0.475059962,7.229133853,0.042717726,0.093134063,E3 ubiquitin-protein ligase AMFR isoform X2
LOC105190136,1.249537957,0.286151827,0.042782011,0.09325815,follistatin-A
LOC105182058,2.308457819,2.384116786,0.042843777,0.093376707,facilitated trehalose transporter Tret1
LOC105183471,-0.564074964,5.081721109,0.042870604,0.093419084,uncharacterized protein LOC105183471 isoform X1
LOC105184956,1.592259903,-0.787569925,0.042942524,0.093559693,RING finger protein 212B
LOC105189652,-0.576911798,5.934806676,0.043000634,0.093670171,steroid receptor RNA activator 1
LOC105185539,1.812807703,-0.912825088,0.043031681,0.093721668,uncharacterized protein LOC105185539
LOC105182547,-0.624777568,4.902842107,0.043183094,0.094018392,coiled-coil domain-containing protein 97
LOC112588719,1.549393779,0.482592858,0.043184731,0.094018392,uncharacterized protein LOC112588719
LOC109504385,1.109623808,0.808697364,0.04319021,0.094018392,uncharacterized protein LOC109504385
LOC105191174,-0.633369592,4.472588908,0.04321004,0.09404538,cell division cycle 7-related protein kinase isoform X2
LOC105183666,-0.482183276,7.344334562,0.043274619,0.094160533,U4/U6.U5 tri-snRNP-associated protein 1
LOC105185126,0.754109304,3.563608789,0.04327783,0.094160533,uncharacterized protein LOC105185126
LOC105185665,3.354442947,-1.71411387,0.043295829,0.094183501,uncharacterized protein LOC105185665 isoform X1
LOC105181028,-0.480364582,6.916845192,0.043313883,0.09420658,uncharacterized protein LOC105181028
LOC112590140,1.738856433,1.003716097,0.043381703,0.094337871,uncharacterized protein LOC112590140 isoform X2
LOC105185907,2.416247421,-1.723032593,0.043459733,0.094491315,uncharacterized protein LOC105185907
LOC105182250,0.518665576,7.624927586,0.043493688,0.094548896,calnexin isoform X3
LOC105183722,-0.594545718,7.412072705,0.0435057,0.094558764,UPF0676 protein C1494.01 isoform X1
LOC105182595,-0.505135915,5.667991321,0.043519603,0.094572738,mediator of RNA polymerase II transcription subunit 4
LOC105185138,-0.52107674,7.71405311,0.043619525,0.094773605,GRAM domain-containing protein 1B isoform X3
LOC105186200,2.133761665,-1.171816002,0.043642666,0.094796297,uncharacterized protein LOC105186200
LOC105192152,0.878906558,3.448997027,0.043644952,0.094796297,uncharacterized protein LOC105192152
LOC105183701,-0.477921551,6.75407194,0.043744073,0.094995281,centromere protein J isoform X1
LOC105184773,-0.735270375,4.118956634,0.043827456,0.095160026,short-chain dehydrogenase/reductase family 16C member 6
LOC105186892,-0.473576919,5.789528369,0.043961361,0.095434392,conserved oligomeric Golgi complex subunit 4
LOC105184261,-0.444673592,6.703976262,0.043971522,0.095437983,conserved oligomeric Golgi complex subunit 8
LOC112588631,-2.147618336,-0.181587226,0.0439781,0.095437983,uncharacterized protein LOC112588631
LOC105184682,0.48481924,6.427256967,0.044017865,0.095507899,calcium/calmodulin-dependent protein kinase type 1 isoform X2
LOC105189609,1.264047,1.482426823,0.044095579,0.095660115,glycine-rich cell wall structural protein 1
LOC109503776,2.380475859,-1.225663359,0.044128857,0.095715899,uncharacterized protein LOC109503776 isoform X1
LOC105186431,-2.045730221,-0.382455812,0.044154155,0.095754358,uncharacterized protein LOC105186431
LOC105190969,-0.725239175,3.925746008,0.044176068,0.095785464,uncharacterized protein C14orf119
LOC105191092,-0.679226048,4.309341951,0.044191927,0.095803434,signal recognition particle 9 kDa protein
LOC105188468,0.558207096,6.619364201,0.044229019,0.095867422,prickle planar cell polarity protein 3 isoform X3
LOC105186271,1.26002712,-0.400961148,0.044279784,0.095961018,histone-lysine N-methyltransferase SETMAR-like
LOC105190834,-0.508896176,7.508529778,0.044304693,0.095998559,protein ST7 homolog
LOC105186937,4.527388938,-1.767137193,0.044412881,0.096216503,IQ and ubiquitin-like domain-containing protein
LOC105187677,-0.970749201,5.73638878,0.044461832,0.096306063,fatty acyl-CoA reductase wat
LOC105191212,-0.966182847,4.924255106,0.044482782,0.096334952,dual oxidase maturation factor 1 isoform X1
LOC105189870,-0.476292981,6.900315879,0.044593059,0.096557251,protein TIPIN homolog
LOC105188182,-0.608986892,7.782156394,0.044624109,0.096602322,replication factor C subunit 1 isoform X2
LOC105189957,0.975570994,1.249126269,0.044629143,0.096602322,epidermal retinol dehydrogenase 2
LOC105189238,-0.462335868,6.585561534,0.044646814,0.096624044,beta-catenin-like protein 1 isoform X1
LOC105192126,1.98139175,-0.964198297,0.044667161,0.096651547,putative mediator of RNA polymerase II transcription subunit 12 isoform X1
LOC105186578,-0.51137829,8.597729778,0.044707654,0.096722629,26S proteasome non-ATPase regulatory subunit 1
LOC105188964,-0.508726937,8.023543262,0.044726142,0.09674507,eukaryotic peptide chain release factor GTP-binding subunit ERF3A isoform X1
LOC105191398,-0.466774613,6.613088869,0.044733318,0.09674507,peregrin
LOC105189546,-0.541959791,5.524161821,0.044764465,0.096795888,mediator of RNA polymerase II transcription subunit 8 isoform X1
LOC109503863,3.055070311,-1.773675908,0.044824598,0.096909356,uncharacterized protein LOC109503863 isoform X2
LOC109504313,3.068078458,-1.777313332,0.044856138,0.09696098,zinc finger BED domain-containing protein 4-like
LOC105181260,2.008577709,3.526714414,0.044910246,0.097061358,uncharacterized protein LOC105181260
LOC105186150,0.520558896,6.760439013,0.044993912,0.097225575,uncharacterized protein LOC105186150 isoform X2
LOC105189747,0.557874509,5.34089301,0.045004145,0.097231083,GPI mannosyltransferase 1
LOC105182412,0.471857304,7.104150043,0.04510012,0.097409069,YTH domain-containing family protein 3 isoform X1
LOC105191495,1.918881581,-0.863096238,0.045101923,0.097409069,natterin-3
LOC105190356,-4.199711057,-1.396052671,0.045140796,0.097476387,flexible cuticle protein 12-like
LOC109504203,1.432333688,-0.446294234,0.045172076,0.09752729,protein Cep78 homolog
LOC105187348,-0.477160633,6.486743751,0.045225149,0.097625219,nucleolar GTP-binding protein 1
LOC105188088,-0.660965729,3.843274639,0.045237939,0.09763103,transmembrane protein 68 isoform X2
LOC112589489,2.402160073,-1.564665404,0.045246076,0.09763103,coiled-coil domain-containing protein 86-like
LOC112590659,-4.013458012,-1.48533578,0.045250987,0.09763103,uncharacterized protein LOC112590659
LOC105183390,0.459752302,6.955633017,0.04533422,0.097793934,leucine-rich repeat-containing protein 47
LOC105183206,0.524293269,8.334855586,0.045542416,0.098226306,adenosylhomocysteinase
LOC105186343,-0.511970275,5.756434468,0.045611564,0.098358679,golgin-45
LOC105185281,-0.559260617,4.981253013,0.045796812,0.09873246,uncharacterized protein LOC105185281
LOC105191749,-0.586067421,5.161644039,0.045800501,0.09873246,RPII140-upstream gene protein
LOC105190552,3.433516375,3.631318197,0.045888089,0.098904425,probable salivary secreted peptide
LOC105183382,0.692466337,3.73642651,0.045902805,0.098919293,THAP domain-containing protein 3 isoform X2
LOC105184875,2.597529362,-1.402719331,0.045926618,0.09895376,thioredoxin domain-containing protein 12
LOC105182953,-0.650563121,9.310502776,0.046115538,0.099343892,putative ATP-dependent RNA helicase me31b
LOC105192198,0.541693615,8.273313525,0.046145925,0.099390891,interferon-inducible double-stranded RNA-dependent protein kinase activator A homolog isoform X5
LOC105181599,-0.462774867,6.528678961,0.046153064,0.099390891,ATP-dependent RNA helicase DDX51 isoform X1
LOC105184789,0.885427513,1.815075897,0.046274554,0.099635564,protein phosphatase 1 regulatory subunit 42
LOC105188058,0.801438642,2.583015432,0.046309732,0.09968975,mitochondrial chaperone BCS1
LOC105181590,0.526239546,5.189138526,0.046315476,0.09968975,Golgi phosphoprotein 3 homolog sauron
LOC112589119,2.818336378,-1.578760002,0.046327902,0.099699536,uncharacterized protein K02A2.6-like
LOC105184450,-0.522727506,9.827240878,0.046349935,0.099729992,60S ribosomal protein L3
LOC105192336,0.483392834,5.67227214,0.046395284,0.099810595,BTB/POZ domain-containing protein 9
LOC112589462,0.9857126,0.968578619,0.046440513,0.099890914,uncharacterized protein LOC112589462
LOC105189431,1.142329499,0.763622688,0.046486473,0.099972778,putative nuclease HARBI1
LOC105188047,0.453886796,6.546442068,0.046519709,0.100027255,egalitarian protein homolog
LOC105190947,1.06040204,1.78512418,0.046542967,0.100060261,uncharacterized protein LOC105190947 isoform X2
LOC105182641,0.52020912,8.364071789,0.046580382,0.100123689,MATH and LRR domain-containing protein PFE0570w
LOC105183319,2.929011177,-1.596089739,0.046790131,0.10055746,uncharacterized protein LOC105183319
LOC105181637,-0.481874699,7.529296105,0.046867647,0.100706947,proteasome activator complex subunit 3 isoform X1
LOC112588557,0.94351031,0.990405677,0.046926397,0.100816066,uncharacterized protein LOC112588557
LOC105192482,2.562462422,-1.505663527,0.046957123,0.100864953,protein turtle homolog B
LOC112590675,0.969120533,2.31897489,0.046965492,0.100865808,uncharacterized protein LOC112590675
LOC105181908,-0.469710151,6.562237843,0.047047074,0.101009742,regulator of MON1-CCZ1 complex isoform X1
LOC105192386,0.77558138,3.007184507,0.047048476,0.101009742,uncharacterized protein LOC105192386
LOC105183138,-1.432011819,1.221045137,0.047081781,0.101064099,gonadotropin-releasing hormone receptor isoform X1
LOC105188899,2.822786623,-1.43676922,0.047172226,0.101241071,mushroom body large-type Kenyon cell-specific protein 1-like
LOC105181522,0.558658286,7.19295051,0.047252852,0.101396912,60S ribosomal protein L27
LOC105191525,0.544493965,8.95302605,0.047386172,0.101665755,piezo-type mechanosensitive ion channel component isoform X1
LOC109504006,1.685063927,-0.29642307,0.047421179,0.101723613,uncharacterized protein LOC109504006 isoform X2
LOC105192164,-0.648812597,4.113146434,0.047478348,0.101828986,protein SYS1 homolog
LOC105191846,-0.597065744,4.576391368,0.047715206,0.102319643,mediator of RNA polymerase II transcription subunit 18
LOC105182098,0.826276571,7.854158216,0.047730691,0.102335508,tyrosine 3-monooxygenase isoform X2
LOC105185957,3.354353944,-1.761244525,0.047758025,0.102376766,uncharacterized protein LOC105185957 isoform X1
LOC105188737,0.615475735,4.466339525,0.047773482,0.102392555,putative transcription factor SOX-15
LOC105180597,0.621741236,4.04676894,0.047805312,0.102443425,UPF0565 protein C2orf69 homolog isoform X1
LOC112590608,-4.144446496,-1.41447668,0.047837832,0.102493523,"uncharacterized protein LOC112590608, partial"
LOC105191476,1.128241293,-0.230431197,0.047847948,0.102493523,uncharacterized protein LOC105191476
LOC105184550,-0.549886788,5.357750814,0.04785299,0.102493523,charged multivesicular body protein 7
LOC105190618,0.550447895,5.209129807,0.047896091,0.102562248,PDZ domain-containing protein 8
LOC105182449,1.130859274,2.236591523,0.047901287,0.102562248,uncharacterized protein LOC105182449 isoform X2
LOC105182920,0.517830891,7.889901001,0.048006457,0.10277004,tropomyosin isoform X7
LOC105187253,-0.468215095,5.755962042,0.048180642,0.103125482,ER membrane protein complex subunit 2-like
LOC105182501,-0.516654617,6.637712597,0.048207199,0.103153067,translocating chain-associated membrane protein 1
LOC112589180,2.041231041,-1.157534913,0.048209834,0.103153067,uncharacterized protein LOC112589180 isoform X1
LOC105185225,-0.594234012,4.632243057,0.048251526,0.103224819,transmembrane protein 147
LOC105182596,-0.827926692,2.75076997,0.048296508,0.103303585,cytosolic carboxypeptidase 2
LOC105192031,0.46490704,7.123325117,0.048337584,0.10337397,exosome component 10
LOC112588198,2.825570149,-1.43332,0.048394902,0.103479062,uncharacterized protein LOC112588198
LOC105183929,-0.534921622,5.277391055,0.048409109,0.103482631,nudC domain-containing protein 1 isoform X1
LOC105191090,0.509916629,6.737668909,0.048412927,0.103482631,syndetin
LOC105186255,0.885665074,2.381875817,0.048435631,0.103513677,protein broad-minded isoform X2
LOC105185604,-0.482338628,6.067834006,0.048446733,0.10351992,"polyribonucleotide nucleotidyltransferase 1, mitochondrial"
LOC105186131,-0.464187203,6.696701518,0.048463269,0.103525298,acetyl-coenzyme A transporter 1
LOC105181323,-0.450456791,6.187199039,0.048465613,0.103525298,ran-binding protein 3 isoform X1
LOC105184591,0.652320454,3.954448894,0.048701938,0.104012545,succinate--hydroxymethylglutarate CoA-transferase
LOC105188470,0.50289199,7.420973538,0.048777746,0.104156868,PX domain-containing protein kinase-like protein isoform X1
LOC105191145,0.828106916,6.930408806,0.048835213,0.104261985,ETS homologous factor
LOC105192515,-0.553426788,5.787492337,0.048860645,0.104298685,triokinase/FMN cyclase isoform X1
LOC105181328,0.863094366,1.945112925,0.048881648,0.104325918,ropporin-1-like protein isoform X1
LOC105185230,-1.026726214,1.677511396,0.048893009,0.10433257,uncharacterized protein LOC105185230
LOC105185987,-0.513884537,5.669986229,0.048958211,0.104454088,RNA-binding protein pno1
LOC105182602,0.543523546,7.249469348,0.048984915,0.104493445,polycomb protein Sfmbt isoform X2
LOC105184007,-0.822179552,3.5218915,0.049011867,0.104516394,sodium-coupled neutral amino acid transporter 9
LOC105189647,0.547504849,7.865107,0.049012192,0.104516394,DNA N6-methyl adenine demethylase isoform X1
LOC105182375,0.46237674,5.762900243,0.04903063,0.104524389,protein germ cell-less
LOC105189906,0.846436299,1.805109546,0.049032462,0.104524389,chitin-binding domain protein cbd-1
LOC105190715,1.355894397,2.033763278,0.049045168,0.104533864,mitochondrial basic amino acids transporter isoform X1
LOC112589805,0.791684535,3.153763703,0.04905808,0.104543776,"homeobox protein homothorax-like, partial"
LOC105189121,2.758814703,-1.472169926,0.049067665,0.104546595,uncharacterized protein LOC105189121
LOC105188209,1.136274076,2.631454539,0.049079879,0.104555015,glutamine-rich protein 2
LOC105185422,0.470312377,6.079541419,0.049092502,0.104564303,uncharacterized protein LOC105185422 isoform X1
LOC105189780,-0.548168693,5.536661872,0.049152938,0.104675408,COMM domain-containing protein 2
LOC105181544,-0.559459348,4.862186703,0.049177665,0.104710445,methyltransferase-like protein 5
LOC105185340,1.412379641,-0.233200506,0.049290475,0.104932987,uncharacterized protein LOC105185340
LOC105184106,0.674123454,7.658733895,0.04929896,0.104933396,mitochondrial carrier protein Rim2 isoform X1
LOC105191196,-0.595142763,4.888948951,0.049315108,0.104950113,ras-related protein Rab-6.2
LOC109503867,4.613353869,-1.824292947,0.049326602,0.104956922,odorant receptor 4-like
LOC105183592,0.426124072,6.902761607,0.049348402,0.104976762,ubiquitin-conjugating enzyme E2 Q2 isoform X1
LOC105188521,0.487965185,7.244376082,0.049356898,0.104976762,jmjC domain-containing histone demethylation protein 1
LOC112589803,2.910268539,-1.495204946,0.049360813,0.104976762,serine/arginine repetitive matrix protein 2-like isoform X1
