genes,logFC,logCPM,PValue,FDR,Annotation
LOC105192286,2.487845553,0.009917021,0.515197652,1,protein gooseberry-neuro
LOC112589702,2.487817771,0.009917021,0.515208059,1,uncharacterized protein LOC112589702
LOC105189987,2.487810672,0.009917021,0.515210719,1,prisilkin-39
LOC105182822,-0.171079942,5.017446214,0.515218275,1,coiled-coil domain-containing protein 137
LOC105190821,2.487785634,0.009917021,0.5152201,1,putative odorant receptor 92a
LOC112588695,2.487778937,0.009917021,0.515222609,1,uncharacterized protein LOC112588695
LOC112590149,2.79418276,0.07607277,0.515239456,1,sialidase-like
LOC105190683,2.487707752,0.009917021,0.515249286,1,odorant receptor 13a-like
LOC112588073,2.487702011,0.009917021,0.515251438,1,uncharacterized protein LOC112588073
LOC112589631,2.794108833,0.07607277,0.515255091,1,uncharacterized protein LOC112589631
LOC105183861,2.794078,0.07607277,0.515261614,1,odorant receptor 13a
LOC105183007,2.794032713,0.07607277,0.515271196,1,uncharacterized protein LOC105183007
LOC105181590,-0.132357944,5.998909275,0.515287765,1,Golgi phosphoprotein 3 homolog sauron
LOC112590514,2.793891189,0.07607277,0.515301154,1,keratin-associated protein 6-2-like
LOC112590371,2.793870157,0.07607277,0.515305608,1,uncharacterized protein LOC112590371
LOC109503590,0.222669733,4.728763407,0.515348086,1,uncharacterized protein LOC109503590
LOC105180481,-0.095802304,7.152763115,0.515348537,1,serine/threonine-protein kinase pakF isoform X1
LOC105186040,-0.163582335,5.354512449,0.515528942,1,uncharacterized protein LOC105186040
LOC105190642,0.165894084,4.965005434,0.515529526,1,40S ribosomal protein S5
LOC112588150,-0.728935729,0.357876349,0.515535102,1,uncharacterized protein LOC112588150
LOC105181034,-0.131460353,6.727671977,0.515708685,1,sorting nexin-2 isoform X2
LOC105192625,-0.230944377,4.069161916,0.515734888,1,uncharacterized protein LOC105192625
LOC105182964,-0.348223495,3.97156329,0.51575695,1,uncharacterized protein LOC105182964
LOC105181121,0.279088622,3.193711179,0.515780546,1,lymphokine-activated killer T-cell-originated protein kinase
LOC105181924,2.122303631,-0.05529343,0.515797353,1,uncharacterized protein LOC105181924
LOC105183093,2.122320276,-0.05529343,0.515802702,1,uncharacterized protein LOC105183093
LOC105182649,2.122428759,-0.05529343,0.515837576,1,protein takeout
LOC105181078,2.122453642,-0.05529343,0.515845577,1,uncharacterized protein LOC105181078
LOC105181917,2.122559154,-0.05529343,0.515879518,1,integrator complex subunit 12-like
LOC105186034,2.122656521,-0.05529343,0.515910854,1,odorant receptor 4 isoform X3
LOC112590001,2.204746022,-0.047313132,0.515997694,1,uncharacterized protein LOC112590001
LOC105191239,2.204782689,-0.047313132,0.516002234,1,uncharacterized protein LOC105191239
LOC105192658,0.09025317,7.839575932,0.516126718,1,enolase
LOC105188510,0.387542812,2.084437383,0.516170343,1,odorant receptor 4-like
LOC105187645,-0.18718732,6.128712696,0.516195147,1,transmembrane protein 183 isoform X1
LOC105188525,-0.176518439,4.400264474,0.516246747,1,suppressor APC domain-containing protein 2 isoform X1
LOC105182991,2.130079845,-0.054698656,0.51626424,1,nose resistant to fluoxetine protein 6-like
LOC112588835,2.130189746,-0.054698656,0.516295566,1,chromodomain-helicase-DNA-binding protein 2-like
LOC112588083,2.130206157,-0.054698656,0.516300245,1,chymotrypsin inhibitor-like isoform X2
LOC112588055,2.130280637,-0.054698656,0.516321483,1,uncharacterized protein LOC112588055
LOC105191500,2.130330857,-0.054698656,0.516335807,1,putative odorant receptor 92a
LOC105186029,2.130459143,-0.054698656,0.516372408,1,odorant receptor 4 isoform X1
LOC105192357,-0.161544963,5.385304889,0.516534151,1,transcription factor E4F1-like isoform X1
LOC105191036,0.173903817,4.721097244,0.516583132,1,histone deacetylase complex subunit SAP30 homolog
LOC105191445,-0.100531727,7.00981324,0.516752917,1,tetraspanin-11-like isoform X1
LOC112589296,2.099909858,-0.057870942,0.516762383,1,uncharacterized protein LOC112589296
LOC112589579,2.099923252,-0.057870942,0.516769494,1,uncharacterized protein LOC112589579
LOC112588263,2.09995557,-0.057870942,0.516786653,1,uncharacterized protein LOC112588263
LOC105189243,2.099963324,-0.057870942,0.516790771,1,uncharacterized protein LOC105189243 isoform X1
LOC105191263,-0.100385114,7.14292314,0.516794873,1,protein LSM14 homolog A-B isoform X2
LOC109504591,2.099984954,-0.057870942,0.516802257,1,uncharacterized protein LOC109504591
LOC105181412,2.100038998,-0.057870942,0.51683096,1,abnormal spindle-like microcephaly-associated protein homolog
LOC105183209,-0.247857967,4.384357012,0.517018088,1,protein canopy 4
LOC105184932,-0.130715406,6.790060273,0.517136785,1,DNA polymerase delta catalytic subunit
LOC105182688,-0.147074708,6.18099589,0.517163703,1,RCC1 and BTB domain-containing protein 1 isoform X1
LOC112588799,-0.314491082,3.439246438,0.517348503,1,uncharacterized protein LOC112588799
LOC105180837,-0.340047649,2.650592471,0.517413855,1,uncharacterized protein LOC105180837
LOC105185690,0.219677934,5.134310449,0.5176758,1,methylthioribose-1-phosphate isomerase
LOC105187794,0.200516197,4.376404564,0.517821914,1,signal peptidase complex subunit 1
LOC105188581,-0.138285621,6.021654733,0.517997432,1,ataxin-3
LOC105191293,0.095948307,10.06346346,0.518049546,1,spectrin beta chain isoform X5
LOC105181729,0.094933929,8.840206454,0.518257642,1,serine/threonine-protein phosphatase 2B catalytic subunit 2 isoform X3
LOC105185591,-0.235501519,4.404816131,0.518330867,1,WD repeat-containing protein 92
LOC105184330,0.170309977,4.462827807,0.518370592,1,protein limb expression 1 homolog isoform X2
LOC105191499,2.822637766,0.081074156,0.518501735,1,odorant receptor 4
LOC105189623,2.822632346,0.081074156,0.518503576,1,UDP-glucuronosyltransferase-like
LOC105186919,-0.296618389,2.887664786,0.518664031,1,U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2
LOC105191304,-0.156984695,4.925028601,0.518680245,1,DNA primase large subunit
LOC105185177,-0.241244136,4.772707453,0.518781437,1,probable cytochrome P450 6g2
LOC105182879,-0.305445347,3.996256262,0.518807606,1,"DNA-directed RNA polymerases I, II, and III subunit RPABC4"
LOC105189900,0.126799201,6.707692043,0.518808533,1,F-box/LRR-repeat protein 20 isoform X2
LOC105191203,0.187464294,6.610313639,0.519053128,1,uncharacterized protein LOC105191203
LOC105190755,0.132441435,5.960862165,0.519119582,1,sodium- and chloride-dependent glycine transporter 1 isoform X1
LOC105185589,0.399713558,2.309758343,0.519165398,1,protein scabrous
LOC105190490,-0.314251609,4.047063275,0.519166421,1,"28S ribosomal protein S28, mitochondrial"
LOC105189745,-0.312292036,3.105513467,0.51927674,1,alpha-tocopherol transfer protein-like isoform X1
LOC105188287,-0.335004454,2.757381205,0.519301572,1,U7 snRNA-associated Sm-like protein LSm10
LOC105190233,-0.169087404,5.011960042,0.519449667,1,integrin alpha-PS3
LOC105191172,0.145798915,5.107218125,0.519466318,1,tyrosine-protein kinase transmembrane receptor Ror isoform X1
LOC105180609,-0.170422187,4.135866928,0.519708101,1,larval cuticle protein A2B
LOC105186317,-0.19014325,4.915438058,0.519969314,1,post-GPI attachment to proteins factor 2
LOC105181541,-0.130033111,6.117482762,0.52003381,1,exportin-6-B isoform X1
LOC105191408,-0.101594578,8.688720485,0.520121878,1,calreticulin
LOC112590084,0.528588224,0.798339814,0.5201836,1,histone-lysine N-methyltransferase E(z)-like
LOC105188527,-0.287937046,3.459949058,0.520521499,1,serine/threonine-protein kinase PLK4
LOC105189642,0.092519645,9.492869654,0.520682745,1,immunoglobulin domain-containing protein oig-4 isoform X1
LOC105186429,-0.324168524,3.540162053,0.52084124,1,uncharacterized protein LOC105186429
LOC105184400,0.091448007,9.404236772,0.520926358,1,E3 ubiquitin-protein ligase HERC2
LOC105185533,-0.125714544,6.59929058,0.521292469,1,uncharacterized protein KIAA1841 homolog
LOC105181752,0.903869657,1.011969852,0.52140484,1,mitochondrial amidoxime reducing component 2 isoform X1
LOC105184016,0.145932417,5.397945476,0.521454537,1,F-box/LRR-repeat protein 7 isoform X1
LOC105186004,2.419008203,0.004852874,0.521557602,1,serine protease 53
LOC112588745,2.418843994,0.004852874,0.521598044,1,cuticle protein 64-like isoform X1
LOC105191857,2.418810952,0.004852874,0.521606185,1,WAS/WASL-interacting protein family member 3
LOC112589630,2.418805883,0.004852874,0.521607434,1,odorant receptor 47a-like
LOC109504342,2.418767192,0.004852874,0.521616969,1,odorant receptor 4-like
LOC105182035,-0.19890945,4.250925321,0.521816157,1,uncharacterized protein LOC105182035
LOC112589502,-0.524716836,0.933865435,0.521858219,1,uncharacterized protein LOC112589502
LOC105181063,0.205475005,4.596076937,0.521887433,1,NADH dehydrogenase
LOC105182827,0.285572582,2.641009509,0.522409436,1,oxidoreductase-like domain-containing protein 1
LOC105189619,-0.205265686,4.87248939,0.522465496,1,ras-related GTP-binding protein A
LOC105188526,0.141630819,4.778644775,0.522688731,1,proteolipid protein DM beta isoform X2
LOC112590111,-0.279869944,2.826091195,0.522792062,1,adenylate cyclase type 9-like
LOC105190180,0.184928605,4.36473892,0.522866077,1,uncharacterized protein LOC105190180
LOC105183503,0.305146116,2.635071279,0.523271909,1,uncharacterized protein LOC105183503
LOC105184831,0.138228824,6.782787375,0.523407658,1,phosphoglycerate mutase 1
LOC105190585,0.623076361,1.007012015,0.523476755,1,uncharacterized protein LOC105190585
LOC105186444,0.642946617,1.704397155,0.523585518,1,uncharacterized protein LOC105186444
LOC109503653,0.289967797,2.541432825,0.523976787,1,uncharacterized protein LOC109503653
LOC105183720,-0.181956325,5.271757754,0.524025735,1,sentrin-specific protease 8
LOC105186998,-0.225583792,4.476479247,0.524036592,1,maternal embryonic leucine zipper kinase
LOC105187563,0.665858808,1.19199077,0.524218483,1,uncharacterized protein LOC105187563
LOC105184124,0.092971406,8.218758389,0.52453806,1,alanine aminotransferase 1 isoform X1
LOC105184587,-0.263198605,3.720168111,0.524595227,1,uncharacterized protein LOC105184587 isoform X1
LOC112588648,0.57251279,1.083961549,0.524760802,1,uncharacterized protein LOC112588648 isoform X2
LOC105191299,0.092741003,8.885728385,0.524774634,1,uncharacterized protein LOC105191299 isoform X1
LOC105190972,-0.218272396,5.742341161,0.524872389,1,uncharacterized protein LOC105190972 isoform X1
LOC105183427,-0.110619027,8.944976083,0.524915017,1,renin receptor isoform X1
LOC105189133,0.136370325,6.577666085,0.52501404,1,protein ECT2 isoform X3
LOC112589983,2.491656836,0.012452934,0.525197275,1,odorant receptor Or2-like isoform X1
LOC112589372,2.491589017,0.012452934,0.525237177,1,uncharacterized protein LOC112589372
LOC105189258,2.491517619,0.012452934,0.525279189,1,quinone oxidoreductase-like protein 2
LOC112590756,2.491456786,0.012452934,0.525314986,1,uncharacterized protein LOC112590756
LOC105181859,0.170152347,4.919089601,0.525407346,1,"HIG1 domain family member 1A, mitochondrial"
LOC105185015,-0.183849748,6.092567526,0.525505723,1,HEAT repeat-containing protein 6
LOC105189612,2.722844256,0.07357571,0.525904736,1,tetra-peptide repeat homeobox protein 1-like
LOC105187109,2.722757836,0.07357571,0.525924603,1,uncharacterized protein LOC105187109
LOC105191419,0.159025403,5.591670179,0.525949541,1,protein AF-10 isoform X2
LOC105191966,-0.183884398,4.464282,0.525956106,1,oxysterol-binding protein-related protein 11
LOC105189886,-0.161423054,6.948117746,0.526118097,1,protein phosphatase 1 regulatory subunit 7 isoform X2
LOC109504543,-1.346330807,0.022990413,0.526252865,1,aminopeptidase Ey-like
LOC109504555,-1.346395579,0.022990413,0.526290312,1,uncharacterized protein LOC109504555 isoform X1
LOC105184223,-0.500378867,1.572082576,0.526333712,1,forkhead box protein C1
LOC105188044,0.230389987,3.739350175,0.52655136,1,origin recognition complex subunit 3
LOC105187963,0.187559588,5.360399042,0.526612733,1,hemicentin-2 isoform X4
LOC105189862,-0.214496608,4.271652278,0.526685068,1,sodium/potassium/calcium exchanger 4
LOC105181051,-0.25851804,4.674256864,0.526741185,1,ubiquitin-like protein 5
LOC105190008,-0.445560139,0.862862885,0.526742585,1,cytochrome P450 9e2
LOC105181397,-0.249984878,3.79993268,0.526743338,1,mitotic spindle assembly checkpoint protein MAD2A isoform X2
LOC105188062,0.31913364,2.729894354,0.526879946,1,uncharacterized protein LOC105188062
LOC105191737,-0.13262612,7.502398451,0.526901385,1,zinc finger protein 354C isoform X1
LOC105189323,-0.19313938,3.544156773,0.526979853,1,uncharacterized protein LOC105189323 isoform X2
LOC105180517,0.291148865,3.528538557,0.527011161,1,uncharacterized protein C15orf41 homolog
LOC105185499,-0.126883036,6.397060482,0.527107992,1,cilia- and flagella-associated protein 251 isoform X3
LOC105190068,-0.709333367,0.903764826,0.527141148,1,protein ALP1-like
Glomulin,-0.137850351,6.012003294,0.527163801,1,"ubiquinone biosynthesis protein COQ9, mitochondrial isoform X3"
LOC105186382,0.122752258,6.019217236,0.527225784,1,protein tweety isoform X4
LOC105186537,0.153739582,5.404293007,0.527292384,1,ubiquitin-conjugating enzyme E2 L3 isoform X1
LOC105183877,0.451228793,1.371963188,0.527359821,1,uncharacterized protein LOC105183877 isoform X1
LOC105181094,-0.211384643,4.684644369,0.527368753,1,inositol-tetrakisphosphate 1-kinase
LOC112590599,-1.362331485,0.023592408,0.52737791,1,uncharacterized protein LOC112590599
LOC105188356,-1.36244376,0.023592408,0.527430295,1,uncharacterized protein LOC105188356
LOC105191479,-0.135302061,6.639493027,0.527437312,1,uncharacterized protein LOC105191479 isoform X2
LOC105190502,-0.31838486,3.632526842,0.527512083,1,uncharacterized protein LOC105190502
LOC105183254,0.202853867,3.741191437,0.52756695,1,uncharacterized protein LOC105183254
LOC109504567,0.608474826,0.85682995,0.527592264,1,uncharacterized protein LOC109504567
LOC105189284,0.11937415,5.775545601,0.527644149,1,run domain Beclin-1-interacting and cysteine-rich domain-containing protein
LOC112588102,-0.31729454,2.987644471,0.527740676,1,uncharacterized protein LOC112588102 isoform X1
LOC105190571,-0.212878548,4.885989362,0.528106165,1,ras-like protein 1
LOC105189039,0.146173058,4.668733203,0.528142984,1,U3 small nucleolar RNA-associated protein 15 homolog
LOC105184024,-0.16882406,5.750587348,0.528202324,1,tetraspanin-33
LOC105182672,-0.17764816,4.331681082,0.528208351,1,uncharacterized protein LOC105182672 isoform X1
LOC105190214,-0.113500418,6.549324102,0.528368762,1,5\\'-AMP-activated protein kinase catalytic subunit alpha-2
LOC105185490,-0.090184601,7.477339969,0.52841527,1,guanine nucleotide-binding protein G(q) subunit alpha isoform X2
LOC105191251,-0.115451849,6.336223913,0.528912911,1,sex-determining transformer protein 1-like
LOC105191567,0.128310222,5.92882642,0.528920367,1,peptidyl-prolyl cis-trans isomerase FKBP14
LOC105190847,-0.08427347,11.16375106,0.528941852,1,uncharacterized protein LOC105190847 isoform X2
LOC105182362,-0.174746228,3.772501028,0.529059278,1,methyl farnesoate epoxidase
LOC105189022,0.203605851,3.348887086,0.529383269,1,parkin coregulated gene protein homolog isoform X2
LOC105184121,-0.198659564,4.841938638,0.529403178,1,tetratricopeptide repeat protein 4 isoform X2
LOC105188619,0.222660171,4.418013272,0.52950741,1,protein dachsous
LOC105181177,-0.154697799,4.369674279,0.529518912,1,insulin gene enhancer protein ISL-1 isoform X1
LOC105185288,-0.154135433,3.975942554,0.529695173,1,uncharacterized protein LOC105185288 isoform X4
LOC105191124,0.519816563,2.897121103,0.529748074,1,uncharacterized protein LOC105191124
LOC112588308,-0.481488652,0.858442218,0.529883076,1,putative nuclease HARBI1 isoform X1
LOC105182741,0.292688234,2.693109962,0.529898451,1,MAM and LDL-receptor class A domain-containing protein 2
LOC105192608,0.173287376,4.816075391,0.530066094,1,laccase-1 isoform X2
LOC105190868,0.08958324,10.30793243,0.530434364,1,diacylglycerol kinase theta isoform X1
LOC105185587,-0.173859697,5.380624464,0.530528426,1,KRR1 small subunit processome component homolog
LOC105182228,0.168687607,5.201373787,0.530978305,1,uncharacterized protein LOC105182228 isoform X1
LOC105180858,0.097734151,7.231634754,0.531101634,1,uncharacterized protein LOC105180858
LOC112590723,-0.368657181,0.978117681,0.531298554,1,uncharacterized protein LOC112590723
LOC105186239,0.195205014,5.930315224,0.531306816,1,uncharacterized protein LOC105186239
LOC105187303,0.833880984,1.020947731,0.53161231,1,zinc finger protein sens-like
LOC105184559,0.404660349,1.346631246,0.53171828,1,uncharacterized protein LOC105184559
LOC105191800,-0.3102824,2.853340388,0.531804929,1,"succinate dehydrogenase assembly factor 3, mitochondrial"
LOC105184872,-0.205989828,5.663436688,0.531935894,1,transcription initiation protein SPT3 homolog
LOC112588672,-2.661028671,-0.049760423,0.531947099,1,histone-lysine N-methyltransferase SETMAR-like
LOC112588328,-2.661019908,-0.049760423,0.531985825,1,protein ALP1-like
LOC105181713,-2.666402784,-0.049552701,0.532009525,1,glycerate kinase
LOC105181251,-0.271428163,3.023910083,0.53202553,1,T-box transcription factor TBX1 isoform X1
LOC105188207,-0.138427165,4.760790091,0.532059888,1,coiled-coil domain-containing protein 43
LOC112589850,-2.666397627,-0.049552701,0.532065699,1,histone-lysine N-methyltransferase SETMAR-like
LOC112590035,-2.668829878,-0.04945957,0.532107695,1,glutamic acid-rich protein-like
LOC105188323,-2.668829824,-0.04945957,0.53210945,1,odorant receptor 4-like isoform X2
LOC105184256,0.112358034,6.265174432,0.532117277,1,probable isocitrate dehydrogenase
LOC105189168,-2.666392544,-0.049552701,0.532121096,1,cytochrome P450 4C1 isoform X2
LOC105184639,-2.668828432,-0.04945957,0.532154613,1,PR domain zinc finger protein 13
LOC105184036,-0.171033534,6.023631359,0.532162228,1,GPI ethanolamine phosphate transferase 2
LOC112589550,-2.666388196,-0.049552701,0.53216852,1,uncharacterized protein LOC112589550
LOC112589503,-2.666382334,-0.049552701,0.532232487,1,uncharacterized protein LOC112589503
LOC105184083,-0.199872625,4.71984759,0.532314829,1,structure-specific endonuclease subunit slx1
LOC105187542,0.350066913,2.796399233,0.532328481,1,uncharacterized protein LOC105187542
LOC105186076,-0.394463534,1.935377543,0.533156009,1,uncharacterized protein LOC105186076 isoform X1
LOC105189020,-0.116537917,7.228409247,0.533202025,1,DNA-directed RNA polymerase III subunit RPC1
LOC105187511,-0.090161606,9.219718559,0.533331885,1,dual specificity protein kinase CLK2
LOC112590621,-2.685377621,-0.048854729,0.53345377,1,"hydroxyacid oxidase 1-like, partial"
LOC105188396,-0.16089559,5.088579223,0.533464666,1,protein YIPF6 isoform X1
LOC105182260,-0.241954741,3.506687213,0.5334877,1,mitotic checkpoint protein BUB3
LOC105187634,-2.685396975,-0.048854729,0.53350601,1,uncharacterized protein LOC105187634
LOC109504723,-2.685418299,-0.048854729,0.533563607,1,uncharacterized protein LOC109504723
LOC112589763,-2.685441252,-0.048854729,0.533625646,1,uncharacterized protein LOC112589763
LOC105187226,0.113143408,6.968902506,0.533641541,1,7SK snRNA methylphosphate capping enzyme isoform X1
LOC105192118,0.213237742,3.737210029,0.533650834,1,chitinase-3-like protein 1
LOC105183059,0.097933149,7.331012694,0.533686234,1,protein KIAA0100
LOC105188230,0.091442271,8.066493545,0.53386334,1,protein transport protein Sec23A isoform X4
LOC105185474,-0.235280409,3.938667084,0.533879392,1,uncharacterized protein LOC105185474
LOC105192195,0.247598826,3.230785032,0.53406121,1,uncharacterized protein LOC105192195
LOC105191710,0.108857013,7.748793209,0.534137816,1,dedicator of cytokinesis protein 1 isoform X1
LOC105180701,0.591201112,0.999475432,0.53422832,1,uncharacterized protein LOC105180701 isoform X2
LOC105192582,0.086060978,9.390026266,0.534531294,1,uncharacterized protein LOC105192582 isoform X4
LOC105181018,-0.158491239,4.572148418,0.534623777,1,rRNA 2\\'-O-methyltransferase fibrillarin
LOC105181062,0.096221736,6.937556683,0.534664625,1,transmembrane protein 184B isoform X1
LOC105186974,0.231799114,4.904208522,0.534957151,1,transcription factor PCF7
LOC105186116,-0.16817704,5.197293502,0.534974107,1,carnosine N-methyltransferase isoform X2
LOC105191361,0.089721601,8.169610181,0.53500547,1,constitutive coactivator of PPAR-gamma-like protein 1 homolog isoform X1
LOC105182217,0.105788624,6.954819328,0.535052846,1,V-type proton ATPase subunit d isoform X2
Traa,-0.324587624,5.629367401,0.535136752,1,uncharacterized protein DDB_G0284459 isoform X3
LOC105185748,-0.130947415,6.150045568,0.535152195,1,NEDD8-conjugating enzyme Ubc12
LOC105181194,0.140376382,5.024422336,0.53558623,1,synaptic vesicle 2-related protein isoform X1
LOC112588419,0.548284257,2.124129823,0.535641452,1,mucin-2-like isoform X1
LOC105187412,0.106417895,6.266627506,0.535721063,1,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 isoform X1"
LOC105185463,0.108809991,5.925381148,0.535782252,1,glucose-6-phosphate exchanger SLC37A2 isoform X1
LOC105183305,0.15692716,4.675734385,0.535820887,1,iron-sulfur protein NUBPL isoform X1
LOC105182522,-0.315427334,3.00979743,0.535836234,1,putative nuclease HARBI1 isoform X2
LOC112590159,2.333316206,-0.047910645,0.535866456,1,ATP-dependent helicase rhp16-like
LOC112590047,2.333451079,-0.047910645,0.535889025,1,uncharacterized protein LOC112590047
LOC105192697,-0.13608904,6.60841849,0.53592871,1,fatty-acid amide hydrolase 2
LOC105181771,2.333836191,-0.047910645,0.535953506,1,uncharacterized protein LOC105181771
LOC105190431,2.334229157,-0.047910645,0.53601936,1,acyl-CoA Delta(11) desaturase
LOC105181325,0.125783616,7.10661629,0.536222848,1,protein groucho
LOC105187020,0.46873314,3.514000296,0.536271965,1,glutamic acid-rich protein isoform X3
LOC105188970,-0.201028322,3.391611372,0.536283013,1,sodium-independent sulfate anion transporter isoform X2
LOC105189142,0.103541499,6.366400802,0.536719213,1,piwi-like protein Siwi
LOC105189993,-0.083964487,8.422623628,0.536875436,1,eukaryotic translation initiation factor 5
LOC105191928,-0.097876402,7.45823304,0.536923512,1,conserved oligomeric Golgi complex subunit 7
LOC105189854,0.278834718,3.378418405,0.53712318,1,uncharacterized protein LOC105189854
LOC105185500,0.306725178,2.52350905,0.537176981,1,uncharacterized protein LOC105185500
LOC105187556,0.198348303,3.962164824,0.537543823,1,INO80 complex subunit C
LOC105182758,0.141682514,5.698471881,0.537585282,1,protein phosphatase methylesterase 1
LOC105184081,0.164557829,4.33170576,0.537768564,1,mediator of RNA polymerase II transcription subunit 31-A
LOC105188185,-0.155307483,6.605445129,0.53790108,1,DIS3-like exonuclease 2
LOC105188976,-0.129246924,6.005280743,0.537905331,1,embryonic polarity protein dorsal
LOC105190835,0.354341408,3.631427094,0.538047432,1,facilitated trehalose transporter Tret1
LOC105186566,0.107942122,6.514638715,0.538151909,1,uncharacterized protein LOC105186566
LOC105188441,0.105759551,6.320423062,0.538189209,1,carbohydrate sulfotransferase 11 isoform X1
LOC105184261,-0.142584331,5.948072187,0.538208518,1,conserved oligomeric Golgi complex subunit 8
LOC105183497,0.146587384,7.465667356,0.538750033,1,multidrug resistance protein homolog 49 isoform X2
LOC112588619,-0.392610839,3.213888635,0.538804613,1,uncharacterized protein LOC112588619
LOC109503905,-0.150619128,4.754315455,0.539045135,1,uncharacterized protein LOC109503905 isoform X1
LOC105181175,0.099971657,6.688789038,0.539083038,1,nuclear pore membrane glycoprotein 210
LOC105187747,0.955749385,0.453194507,0.539189273,1,insulin-like growth factor-binding protein complex acid labile subunit
LOC105189669,0.498591277,1.404307832,0.539260066,1,uncharacterized protein LOC105189669
LOC105186120,-0.693794018,0.479357305,0.539407704,1,sodium-dependent nutrient amino acid transporter 1 isoform X1
LOC105184845,0.233600108,2.712761838,0.539528246,1,uncharacterized protein LOC105184845
LOC105181516,-0.190178078,6.016368963,0.539542696,1,cytoplasmic tRNA 2-thiolation protein 1
LOC105187317,-0.160821755,5.471144694,0.539600885,1,WD repeat-containing protein 19 isoform X1
LOC105184731,-0.095130018,8.046160123,0.539815802,1,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
LOC105192615,-0.223777749,5.219707941,0.539831851,1,THAP domain-containing protein 2 isoform X1
LOC105182268,0.157051355,4.637009169,0.539866442,1,"PRELI domain-containing protein 1, mitochondrial"
LOC105187866,-0.148861501,5.8667393,0.539929374,1,ankyrin repeat domain-containing protein 17 isoform X1
LOC109504691,-0.497685708,0.523695802,0.539968058,1,uncharacterized protein LOC109504691
LOC105189063,-0.165400344,5.435898979,0.540018683,1,uncharacterized protein F21D5.5 isoform X2
LOC105192365,-0.181087321,4.378438454,0.540039573,1,solute carrier family 35 member E2
LOC105187952,0.17907241,4.05735212,0.540225655,1,putative fatty acyl-CoA reductase CG5065 isoform X1
LOC105182697,1.095208216,0.460907638,0.540376551,1,endocuticle structural glycoprotein SgAbd-4
LOC105182270,-0.928819813,0.433435087,0.540379972,1,uncharacterized protein LOC105182270 isoform X1
LOC105180490,0.108840792,6.13035824,0.540412667,1,GMP reductase 1
LOC105182867,-0.253040708,4.66661661,0.54054508,1,uncharacterized protein LOC105182867 isoform X1
LOC112589069,0.214384975,4.574180091,0.540573379,1,uncharacterized protein LOC112589069
LOC105190113,0.169573027,4.422505219,0.540693059,1,transmembrane protein 145 isoform X2
LOC105183576,0.139804113,4.810163057,0.540722533,1,"evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial"
LOC105189498,1.210284748,0.505081111,0.54086993,1,cathepsin L1
LOC105189738,-0.299329969,2.784683633,0.54087642,1,probable DNA-directed RNA polymerases I and III subunit RPAC2
LOC105181474,-0.132798813,5.873951508,0.540940183,1,40S ribosomal protein S29
LOC105184846,0.18859246,3.488307519,0.540951138,1,U6 snRNA-associated Sm-like protein LSm8
LOC105181052,-0.137941218,5.110118615,0.540998672,1,uncharacterized protein LOC105181052
LOC112589724,-0.230275959,4.462041992,0.541035849,1,uncharacterized protein LOC112589724
LOC105191329,-0.95781424,0.427994182,0.541587899,1,uncharacterized protein LOC105191329
LOC105186598,-0.146575164,5.136997365,0.541805409,1,ubiquitin-conjugating enzyme E2-24 kDa
LOC105185146,0.168563187,7.309893597,0.541896908,1,uncharacterized protein LOC105185146
LOC105189031,0.313413421,2.622799846,0.541931154,1,venom acid phosphatase Acph-1
LOC105187065,-0.208119824,4.406445959,0.542000961,1,deoxynucleoside kinase isoform X3
LOC105185266,-0.210511738,3.262214683,0.542003226,1,BBSome-interacting protein 1
LOC105180904,0.406793901,2.420180095,0.542057225,1,cancer-related nucleoside-triphosphatase homolog
LOC105191167,0.381973403,1.829995279,0.542123333,1,protein FAM161A
LOC105192595,-0.20413667,4.606086907,0.542214181,1,F-box/LRR-repeat protein 21
LOC105187560,-0.117890132,5.753854519,0.542251053,1,uncharacterized protein LOC105187560
LOC112588578,0.236358508,2.897666448,0.542371547,1,uncharacterized protein LOC112588578
LOC105186706,-0.175568534,6.264789234,0.542639209,1,DET1 homolog
LOC105183897,0.182172665,4.782796767,0.542944379,1,Y+L amino acid transporter 2
LOC105181161,0.212851423,4.509457302,0.542966915,1,epidermal growth factor receptor kinase substrate 8 isoform X1
LOC109504268,-0.279021115,3.244042655,0.54320499,1,UPF0669 protein C6orf120 homolog
LOC105190974,0.095849865,7.34585202,0.54329362,1,alpha-mannosidase 2 isoform X2
LOC105188693,-0.227819318,4.416526586,0.54332901,1,coiled-coil domain-containing protein 130 homolog
LOC105182926,1.337276302,0.553288533,0.543531583,1,synaptic vesicle glycoprotein 2B
LOC105181684,0.18747075,6.122840979,0.54392674,1,lipid storage droplets surface-binding protein 1
LOC105189128,0.211125906,4.578307576,0.543958292,1,uncharacterized protein LOC105189128 isoform X1
LOC105185121,0.219130593,3.721359662,0.544034156,1,uncharacterized protein LOC105185121
LOC105191081,0.339168744,4.010280464,0.544204819,1,uncharacterized protein LOC105191081
LOC112588376,-0.679117371,0.482465891,0.544219907,1,uncharacterized protein LOC112588376
LOC105187970,0.203717962,5.936562459,0.544351849,1,leucine-rich repeat-containing protein 24
